GO_ID	GO_Name	Aspect	Accession_Count	Accessions
GO:0019888	protein phosphatase regulator activity	Molecular_Function	8	Dcitr06g1405011;Dcitr03g0348011;Dcitr05g1385011;Dcitr09g0564011;Dcitr09g0572011;Dcitr03g1094011;Dcitr03g1095011;Dcitr03g0351011
GO:0007155	cell adhesion	Biological_Process	70	Dcitr05g0751011;Dcitr06g0673011;Dcitr05g0100011;Dcitr01g1288011;Dcitr00g0718011;Dcitr13g0503011;Dcitr00g1155011;Dcitr10g0922011;Dcitr03g1255011;Dcitr06g0156011;Dcitr01g0502011;Dcitr05g1022011;Dcitr02g1325011;Dcitr02g1097011;Dcitr02g0630011;Dcitr02g1808011;Dcitr02g1807011;Dcitr05g0723011;Dcitr08g0371011;Dcitr04g0883011;Dcitr03g1240011;Dcitr08g0409011;Dcitr05g0131011;Dcitr04g0885011;Dcitr01g1921011;Dcitr05g1101011;Dcitr12g0103011;Dcitr02g1327011;Dcitr03g1236011;Dcitr01g1915011;Dcitr06g0153011;Dcitr01g1473011;Dcitr13g0555011;Dcitr02g0533011;Dcitr05g1029013;Dcitr01g1924011;Dcitr13g0558011;Dcitr01g1293011;Dcitr10g0928011;Dcitr02g0889011;Dcitr03g0131011;Dcitr04g0881011;Dcitr05g0762011;Dcitr03g1742011;Dcitr04g0879011;Dcitr03g0130011;Dcitr13g0502011;Dcitr02g0631011;Dcitr02g1315011;Dcitr01g1471011;Dcitr01g1922011;Dcitr03g0133011;Dcitr01g1922012;Dcitr02g1316011;Dcitr02g1615011;Dcitr03g1246011;Dcitr02g0949011;Dcitr02g0887011;Dcitr02g0888011;Dcitr06g0674011;Dcitr01g0705011;Dcitr02g1488011;Dcitr03g1236012;Dcitr05g1029012;Dcitr02g1326011;Dcitr02g1806011;Dcitr03g1745011;Dcitr13g0554011;Dcitr05g0750011;Dcitr03g1756011
GO:0000281	mitotic cytokinesis	Biological_Process	1	Dcitr03g0813011
GO:0004089	carbonate dehydratase activity	Molecular_Function	16	Dcitr06g0581012;Dcitr13g0624012;Dcitr08g0291011;Dcitr13g0624011;Dcitr08g0292011;Dcitr06g0394011;Dcitr00g1082011;Dcitr00g0639011;Dcitr09g0370011;Dcitr03g0749011;Dcitr06g0581011;Dcitr05g0215011;Dcitr08g0464011;Dcitr08g0306011;Dcitr03g0723011;Dcitr07g1194011
GO:0007095	mitotic G2 DNA damage checkpoint	Biological_Process	1	Dcitr05g0235011
GO:0043631	RNA polyadenylation	Biological_Process	2	Dcitr04g1264011;Dcitr10g0285011
GO:0004611	phosphoenolpyruvate carboxykinase activity	Molecular_Function	3	Dcitr08g0276011;Dcitr08g0264011;Dcitr05g1024011
GO:0004559	alpha-mannosidase activity	Molecular_Function	13	Dcitr03g0136012;Dcitr06g0709011;Dcitr01g1402011;Dcitr06g1073011;Dcitr01g1401011;Dcitr03g0136011;Dcitr06g0711011;Dcitr03g0136013;Dcitr06g1078011;Dcitr06g0479012;Dcitr06g0479011;Dcitr03g0138011;Dcitr01g1402012
GO:0016042	lipid catabolic process	Biological_Process	7	Dcitr07g0972011;Dcitr01g2236011;Dcitr06g0285011;Dcitr01g2235011;Dcitr01g1983011;Dcitr02g0898011;Dcitr07g0971011
GO:0008318	protein prenyltransferase activity	Molecular_Function	5	Dcitr03g1390011;Dcitr04g0272011;Dcitr03g1394011;Dcitr03g1389011;Dcitr04g0270011
GO:0030234	enzyme regulator activity	Molecular_Function	12	Dcitr09g0188011;Dcitr06g0539013;Dcitr09g0754011;Dcitr06g0536011;Dcitr09g0184011;Dcitr06g0539012;Dcitr06g0539011;Dcitr00g0535011;Dcitr09g0280011;Dcitr09g0760011;Dcitr09g0755011;Dcitr09g0730011
GO:0030148	sphingolipid biosynthetic process	Biological_Process	1	Dcitr08g0794011
GO:0070976	TIR domain binding	Molecular_Function	3	Dcitr02g0765011;Dcitr02g0769011;Dcitr02g0774011
GO:0005247	voltage-gated chloride channel activity	Molecular_Function	14	Dcitr05g0916011;Dcitr07g0243012;Dcitr01g1966011;Dcitr07g0243011;Dcitr07g0231011;Dcitr05g0918011;Dcitr01g1968011;Dcitr04g1107011;Dcitr07g0231012;Dcitr00g0703011;Dcitr07g0241011;Dcitr07g0244011;Dcitr01g1931011;Dcitr01g1933011
GO:0018343	protein farnesylation	Biological_Process	1	Dcitr03g0573011
GO:0004333	fumarate hydratase activity	Molecular_Function	2	Dcitr01g1534011;Dcitr01g1536011
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	Biological_Process	34	Dcitr01g1922012;Dcitr01g0702011;Dcitr01g1922011;Dcitr03g1255011;Dcitr02g1316011;Dcitr06g0156011;Dcitr04g0884011;Dcitr02g0949011;Dcitr01g0502011;Dcitr03g1246011;Dcitr02g1325011;Dcitr06g0673011;Dcitr04g0881011;Dcitr01g1470011;Dcitr04g0879011;Dcitr00g0718011;Dcitr02g1315011;Dcitr01g1471011;Dcitr00g1155011;Dcitr01g1437011;Dcitr02g1326011;Dcitr06g0153011;Dcitr01g1915011;Dcitr01g1924011;Dcitr01g1473011;Dcitr01g1293011;Dcitr08g0371011;Dcitr04g0883011;Dcitr06g0674011;Dcitr01g0705011;Dcitr01g1412011;Dcitr02g1327011;Dcitr01g1921011;Dcitr04g0885011
GO:0005179	hormone activity	Molecular_Function	11	Dcitr06g1044011;Dcitr06g1063011;Dcitr02g0391011;Dcitr09g0337011;Dcitr03g1022011;Dcitr06g0876011;Dcitr06g0875011;Dcitr06g0853011;Dcitr06g1061011;Dcitr13g0447011;Dcitr01g0379011
GO:0022848	acetylcholine-gated cation-selective channel activity	Molecular_Function	9	Dcitr02g1179011;Dcitr11g0637011;Dcitr07g0594011;Dcitr11g0843011;Dcitr07g0680011;Dcitr11g0606011;Dcitr11g0842011;Dcitr02g1180011;Dcitr03g0464011
GO:0005762	mitochondrial large ribosomal subunit	Cellular_Component	5	Dcitr03g1330012;Dcitr01g1179011;Dcitr03g1330011;Dcitr03g1335011;Dcitr03g1330013
GO:0046330	positive regulation of JNK cascade	Biological_Process	2	Dcitr00g0845011;Dcitr00g0433011
GO:0006814	sodium ion transport	Biological_Process	26	Dcitr05g0790011;Dcitr04g0386011;Dcitr12g0561011;Dcitr05g1238011;Dcitr04g1142011;Dcitr04g0384011;Dcitr11g0132011;Dcitr12g0559011;Dcitr01g0616012;Dcitr02g1068011;Dcitr01g0616013;Dcitr04g0385011;Dcitr13g0209012;Dcitr11g0131011;Dcitr05g0790012;Dcitr04g1180012;Dcitr00g0955011;Dcitr11g0129011;Dcitr01g0616011;Dcitr04g0127012;Dcitr13g0209011;Dcitr00g1267011;Dcitr05g0794011;Dcitr04g0127011;Dcitr05g0786011;Dcitr04g1180011
GO:0004357	glutamate-cysteine ligase activity	Molecular_Function	7	Dcitr09g0348013;Dcitr09g0348014;Dcitr09g0347011;Dcitr09g0348011;Dcitr09g0348015;Dcitr09g0348012;Dcitr09g0345011
GO:0009058	biosynthetic process	Biological_Process	43	Dcitr02g0451011;Dcitr09g0681011;Dcitr12g0282012;Dcitr12g0259011;Dcitr04g0143011;Dcitr00g1236011;Dcitr00g1250011;Dcitr02g0204011;Dcitr09g0180011;Dcitr04g0143012;Dcitr05g1708011;Dcitr03g1263011;Dcitr04g0751011;Dcitr12g0158011;Dcitr12g0281011;Dcitr09g0872011;Dcitr02g0342011;Dcitr02g0446011;Dcitr12g0282011;Dcitr12g0259012;Dcitr08g1048011;Dcitr12g0259014;Dcitr00g1286011;Dcitr04g0754011;Dcitr12g0259013;Dcitr12g0259015;Dcitr02g0448011;Dcitr08g1052011;Dcitr00g0699011;Dcitr04g0314011;Dcitr12g0343011;Dcitr02g0344011;Dcitr00g0562011;Dcitr03g1513011;Dcitr10g0990011;Dcitr09g0681012;Dcitr02g0472011;Dcitr09g0174011;Dcitr03g1397011;Dcitr08g0531011;Dcitr02g0471011;Dcitr06g0907011;Dcitr12g0345011
GO:0018108	peptidyl-tyrosine phosphorylation	Biological_Process	1	Dcitr07g0635011
GO:0006419	alanyl-tRNA aminoacylation	Biological_Process	6	Dcitr04g0990011;Dcitr04g0993011;Dcitr00g0776011;Dcitr01g1943011;Dcitr04g0994011;Dcitr04g0998011
GO:0030837	negative regulation of actin filament polymerization	Biological_Process	4	Dcitr00g1216011;Dcitr01g0519011;Dcitr01g0520011;Dcitr00g1030011
GO:0000012	single strand break repair	Biological_Process	3	Dcitr08g1255011;Dcitr01g1583011;Dcitr01g1586011
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	Cellular_Component	6	Dcitr00g0488011;Dcitr12g0858011;Dcitr12g0856011;Dcitr07g1216011;Dcitr06g1111011;Dcitr06g1110011
GO:0015020	glucuronosyltransferase activity	Molecular_Function	5	Dcitr01g1170011;Dcitr06g0170011;Dcitr06g0180011;Dcitr06g1045011;Dcitr06g1062011
GO:0005965	protein farnesyltransferase complex	Cellular_Component	1	Dcitr03g0573011
GO:0000123	histone acetyltransferase complex	Cellular_Component	12	Dcitr10g0750011;Dcitr03g1646011;Dcitr03g1645011;Dcitr07g0829011;Dcitr00g0786011;Dcitr01g0426011;Dcitr00g0833011;Dcitr00g0719011;Dcitr10g0745011;Dcitr07g0830011;Dcitr03g1644011;Dcitr00g1038011
GO:0006177	GMP biosynthetic process	Biological_Process	3	Dcitr01g1603011;Dcitr01g1599012;Dcitr01g1599011
GO:0006423	cysteinyl-tRNA aminoacylation	Biological_Process	2	Dcitr07g0542011;Dcitr06g0837011
GO:0048034	heme O biosynthetic process	Biological_Process	2	Dcitr10g0312011;Dcitr00g0543011
GO:0015031	protein transport	Biological_Process	29	Dcitr02g1319012;Dcitr05g0736011;Dcitr07g0646011;Dcitr12g0189011;Dcitr02g1319011;Dcitr04g1551012;Dcitr05g0380012;Dcitr10g0207011;Dcitr08g0779011;Dcitr05g0386011;Dcitr05g0744011;Dcitr00g1147011;Dcitr01g0700011;Dcitr01g0960011;Dcitr11g0791011;Dcitr02g1675011;Dcitr11g0729011;Dcitr04g1551011;Dcitr03g0790011;Dcitr01g0699011;Dcitr03g0799011;Dcitr03g0803011;Dcitr00g0959011;Dcitr02g0423011;Dcitr02g1311011;Dcitr06g0284011;Dcitr08g0803011;Dcitr00g0763011;Dcitr05g0380011
GO:0016310	phosphorylation	Biological_Process	11	Dcitr03g0451011;Dcitr02g0250011;Dcitr04g0118011;Dcitr02g0251011;Dcitr04g0117011;Dcitr04g0120011;Dcitr02g0249011;Dcitr03g0437011;Dcitr02g0248011;Dcitr02g0247011;Dcitr02g0246011
GO:0071805	potassium ion transmembrane transport	Biological_Process	14	Dcitr11g0121011;Dcitr08g0200011;Dcitr03g0373011;Dcitr08g0881011;Dcitr11g0120011;Dcitr11g0111011;Dcitr01g0894011;Dcitr02g1300011;Dcitr02g1305011;Dcitr03g0379011;Dcitr11g0124011;Dcitr11g0110011;Dcitr11g0112011;Dcitr09g0720011
GO:0003707	steroid hormone receptor activity	Molecular_Function	24	Dcitr08g0245014;Dcitr05g0111011;Dcitr08g0179011;Dcitr03g0265011;Dcitr08g0245013;Dcitr02g1953011;Dcitr12g0777012;Dcitr13g0655011;Dcitr03g0266011;Dcitr04g0245012;Dcitr04g0506011;Dcitr08g0406011;Dcitr01g1684012;Dcitr11g0826011;Dcitr05g0109011;Dcitr01g1684011;Dcitr08g0245012;Dcitr05g1216011;Dcitr12g0781011;Dcitr12g0777011;Dcitr05g1215011;Dcitr04g0245011;Dcitr08g0245011;Dcitr02g1433011
GO:0006952	defense response	Biological_Process	2	Dcitr01g0844011;Dcitr01g0836011
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity	Molecular_Function	3	Dcitr08g1160011;Dcitr08g1161011;Dcitr08g1155011
GO:0007160	cell-matrix adhesion	Biological_Process	4	Dcitr06g1428013;Dcitr06g1428012;Dcitr06g1427011;Dcitr00g0756011
GO:0006139	nucleobase-containing compound metabolic process	Biological_Process	47	Dcitr13g0198012;Dcitr02g0736011;Dcitr05g1629011;Dcitr05g1172011;Dcitr01g0976011;Dcitr04g1060012;Dcitr04g1060014;Dcitr06g0342011;Dcitr13g0198011;Dcitr05g1621011;Dcitr01g1535011;Dcitr01g0149011;Dcitr02g0736014;Dcitr04g0979011;Dcitr04g1060011;Dcitr02g0282011;Dcitr00g0356012;Dcitr04g1046011;Dcitr04g0619011;Dcitr06g0335011;Dcitr01g1537011;Dcitr02g0281011;Dcitr03g1844011;Dcitr04g1060013;Dcitr07g0798011;Dcitr04g1058011;Dcitr11g0669011;Dcitr12g0516011;Dcitr05g0713011;Dcitr03g1853011;Dcitr03g0119011;Dcitr01g0707011;Dcitr12g0284011;Dcitr01g0974011;Dcitr05g1626011;Dcitr03g0119012;Dcitr04g1060015;Dcitr00g0356011;Dcitr00g0320011;Dcitr11g0406011;Dcitr05g1170011;Dcitr02g0736013;Dcitr04g1061011;Dcitr04g0982011;Dcitr01g0153011;Dcitr04g1058012;Dcitr02g0736012
GO:0051168	nuclear export	Biological_Process	3	Dcitr09g0613011;Dcitr09g0603012;Dcitr09g0603011
GO:0000076	DNA replication checkpoint	Biological_Process	1	Dcitr02g1727011
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	Molecular_Function	1	Dcitr00g0472011
GO:0035194	posttranscriptional gene silencing by RNA	Biological_Process	2	Dcitr01g1816011;Dcitr01g1817011
GO:0047617	acyl-CoA hydrolase activity	Molecular_Function	2	Dcitr08g1078011;Dcitr08g1081011
GO:0015671	oxygen transport	Biological_Process	2	Dcitr02g1828012;Dcitr02g1828011
GO:0044205	'de novo' UMP biosynthetic process	Biological_Process	1	Dcitr10g0506011
GO:0004826	phenylalanine-tRNA ligase activity	Molecular_Function	2	Dcitr06g1100011;Dcitr01g2104011
GO:0015929	hexosaminidase activity	Molecular_Function	1	Dcitr02g1560011
GO:0004329	formate-tetrahydrofolate ligase activity	Molecular_Function	3	Dcitr03g1416011;Dcitr00g1516011;Dcitr03g1418011
GO:0003677	DNA binding	Molecular_Function	546	Dcitr04g1701011;Dcitr06g0608011;Dcitr11g0566012;Dcitr10g0152011;Dcitr05g0789011;Dcitr08g0348012;Dcitr04g0245012;Dcitr10g0372011;Dcitr11g0295011;Dcitr10g1059011;Dcitr08g0818011;Dcitr06g0207011;Dcitr02g0154013;Dcitr06g1485011;Dcitr11g0968011;Dcitr06g0470011;Dcitr04g1249011;Dcitr01g1161011;Dcitr00g0762011;Dcitr13g0249011;Dcitr04g1003011;Dcitr04g0323011;Dcitr04g1278011;Dcitr13g0493011;Dcitr03g1285011;Dcitr09g0557011;Dcitr03g1183011;Dcitr03g1422011;Dcitr05g0117012;Dcitr05g0122011;Dcitr08g0245013;Dcitr08g0818013;Dcitr01g1991011;Dcitr01g1847011;Dcitr07g0347011;Dcitr02g1730011;Dcitr06g0836015;Dcitr04g0487011;Dcitr01g0726011;Dcitr07g1120011;Dcitr05g0990011;Dcitr09g0128011;Dcitr03g1129011;Dcitr08g0913012;Dcitr07g0951011;Dcitr08g0895011;Dcitr03g0140012;Dcitr08g1061011;Dcitr04g1538011;Dcitr03g0266011;Dcitr11g0783011;Dcitr13g0109011;Dcitr02g1323011;Dcitr06g0231011;Dcitr08g0913011;Dcitr08g0470011;Dcitr08g0964011;Dcitr02g0535011;Dcitr11g0570011;Dcitr07g0944011;Dcitr06g0123011;Dcitr03g1635012;Dcitr06g0924011;Dcitr07g0367011;Dcitr00g1329011;Dcitr04g1684011;Dcitr06g0462013;Dcitr02g0771011;Dcitr07g0502011;Dcitr11g0406011;Dcitr07g0496011;Dcitr03g1197011;Dcitr02g1875011;Dcitr01g0167011;Dcitr08g0179011;Dcitr04g1703011;Dcitr03g0970011;Dcitr01g1849012;Dcitr02g1434011;Dcitr13g0217011;Dcitr04g1127012;Dcitr03g0434011;Dcitr00g0569011;Dcitr04g1194011;Dcitr06g1323012;Dcitr08g1035011;Dcitr02g0743011;Dcitr05g0924011;Dcitr12g0283011;Dcitr13g0213011;Dcitr01g0106011;Dcitr01g1850011;Dcitr05g0902011;Dcitr03g1510011;Dcitr01g0372011;Dcitr02g1698012;Dcitr01g1994011;Dcitr05g0635011;Dcitr04g1685011;Dcitr12g0651011;Dcitr08g1175011;Dcitr04g0481011;Dcitr05g0789012;Dcitr01g0778011;Dcitr07g0301011;Dcitr04g1683011;Dcitr06g1079011;Dcitr00g1508011;Dcitr11g0636011;Dcitr00g0818011;Dcitr08g0245012;Dcitr01g1849011;Dcitr04g1105011;Dcitr05g0904011;Dcitr00g0413011;Dcitr03g1469011;Dcitr01g1189011;Dcitr03g0493011;Dcitr02g0964011;Dcitr08g0319011;Dcitr02g1953011;Dcitr08g1018011;Dcitr00g1374011;Dcitr03g0140011;Dcitr05g0621011;Dcitr02g1986011;Dcitr13g0496011;Dcitr11g0963011;Dcitr03g1831012;Dcitr04g1705011;Dcitr07g0139011;Dcitr06g0836013;Dcitr08g1120012;Dcitr05g1544011;Dcitr01g1684011;Dcitr01g0107012;Dcitr08g0450011;Dcitr02g1873011;Dcitr08g0889011;Dcitr11g0546011;Dcitr03g0454011;Dcitr01g0384011;Dcitr01g1605011;Dcitr00g0207011;Dcitr08g0153011;Dcitr06g0690011;Dcitr13g0212011;Dcitr01g0729011;Dcitr01g0725011;Dcitr08g0561011;Dcitr00g0448011;Dcitr13g0542011;Dcitr05g0109011;Dcitr02g1742011;Dcitr03g0941011;Dcitr06g0802011;Dcitr03g0660011;Dcitr03g1471011;Dcitr05g0875011;Dcitr04g1127011;Dcitr13g0320011;Dcitr05g1610011;Dcitr05g1215011;Dcitr07g0946012;Dcitr08g1040011;Dcitr08g0348011;Dcitr10g0283011;Dcitr11g0709011;Dcitr04g1160011;Dcitr01g0511011;Dcitr10g0574012;Dcitr06g1258011;Dcitr03g1453011;Dcitr06g1093012;Dcitr09g0458011;Dcitr03g1478011;Dcitr05g0784011;Dcitr03g0433011;Dcitr03g0972011;Dcitr03g1464011;Dcitr05g0955011;Dcitr02g1433011;Dcitr07g0297011;Dcitr01g1675011;Dcitr09g0394011;Dcitr08g0233011;Dcitr05g1613011;Dcitr07g1131011;Dcitr06g1280011;Dcitr04g1140011;Dcitr03g1285013;Dcitr03g0455011;Dcitr04g1541011;Dcitr04g1145011;Dcitr02g0595011;Dcitr05g1250011;Dcitr07g1088011;Dcitr03g0961011;Dcitr01g2180011;Dcitr05g1622012;Dcitr10g0372012;Dcitr00g0207012;Dcitr05g1357012;Dcitr00g0687011;Dcitr02g1731011;Dcitr00g1373011;Dcitr01g1851011;Dcitr01g1440012;Dcitr03g0958011;Dcitr07g1129011;Dcitr03g1478012;Dcitr03g0938011;Dcitr00g0916011;Dcitr02g0541011;Dcitr04g0619011;Dcitr08g0911011;Dcitr01g1458011;Dcitr03g1831011;Dcitr04g0702011;Dcitr09g0443011;Dcitr01g1676011;Dcitr00g0948011;Dcitr06g0942011;Dcitr04g0479011;Dcitr08g1026011;Dcitr03g0487011;Dcitr00g0320011;Dcitr08g1061012;Dcitr01g0106012;Dcitr08g0951011;Dcitr02g1872011;Dcitr03g0801011;Dcitr06g0462018;Dcitr05g1216011;Dcitr10g0574013;Dcitr03g0192011;Dcitr10g0291011;Dcitr10g0576011;Dcitr01g0936011;Dcitr08g0572011;Dcitr09g0934011;Dcitr02g0768011;Dcitr07g0498011;Dcitr07g1094011;Dcitr04g1332012;Dcitr07g0492011;Dcitr07g0344011;Dcitr01g1394011;Dcitr03g0352011;Dcitr01g0230011;Dcitr09g0134011;Dcitr08g0894011;Dcitr09g0317011;Dcitr10g0577011;Dcitr06g0541011;Dcitr04g0243011;Dcitr12g0594012;Dcitr06g0921011;Dcitr11g0538011;Dcitr03g0403011;Dcitr04g1159011;Dcitr04g1067011;Dcitr04g0506011;Dcitr04g0617011;Dcitr06g0960011;Dcitr02g0154012;Dcitr06g0836014;Dcitr08g0836011;Dcitr01g0107011;Dcitr05g0994011;Dcitr07g1129012;Dcitr10g0992011;Dcitr06g0410011;Dcitr04g1704011;Dcitr00g0815011;Dcitr12g0759011;Dcitr02g0154011;Dcitr05g1357013;Dcitr03g1123011;Dcitr08g0569011;Dcitr05g0121011;Dcitr03g1470011;Dcitr01g0214011;Dcitr05g1448011;Dcitr05g1246011;Dcitr04g1696011;Dcitr07g0365011;Dcitr03g0400011;Dcitr03g0490011;Dcitr00g0381011;Dcitr08g0920012;Dcitr08g1120011;Dcitr11g0539011;Dcitr04g1702011;Dcitr06g1051011;Dcitr01g1846011;Dcitr10g0164011;Dcitr04g1540011;Dcitr06g1034012;Dcitr05g1356011;Dcitr01g0370011;Dcitr10g0460012;Dcitr02g0155011;Dcitr03g1278011;Dcitr08g0920011;Dcitr05g1002011;Dcitr06g0152011;Dcitr05g1357011;Dcitr00g0849011;Dcitr01g1681011;Dcitr04g1424011;Dcitr05g0993011;Dcitr04g1026011;Dcitr11g0964011;Dcitr01g0730011;Dcitr10g0460011;Dcitr01g1440013;Dcitr01g1930011;Dcitr01g1677011;Dcitr01g1440011;Dcitr06g0836011;Dcitr03g1634011;Dcitr05g0114011;Dcitr07g0488011;Dcitr08g0918011;Dcitr04g1050011;Dcitr06g1255012;Dcitr13g0332011;Dcitr08g1242011;Dcitr06g0944011;Dcitr02g0942011;Dcitr08g0245014;Dcitr09g0135011;Dcitr01g0110011;Dcitr05g0604011;Dcitr05g0626011;Dcitr04g1125011;Dcitr01g1400012;Dcitr00g0319011;Dcitr02g0688011;Dcitr03g0968011;Dcitr06g1034013;Dcitr05g0614011;Dcitr13g0524011;Dcitr08g0921011;Dcitr04g0716011;Dcitr08g1117011;Dcitr02g1741011;Dcitr03g1278012;Dcitr06g1464011;Dcitr01g2200011;Dcitr06g1323011;Dcitr02g1284011;Dcitr07g1090011;Dcitr06g1452011;Dcitr06g0259011;Dcitr01g1602011;Dcitr01g1787011;Dcitr07g0485011;Dcitr08g1243011;Dcitr03g1466011;Dcitr03g0825011;Dcitr01g1594011;Dcitr11g0678011;Dcitr12g0777012;Dcitr03g1072011;Dcitr00g0947011;Dcitr03g0186011;Dcitr07g0511011;Dcitr13g0321011;Dcitr06g0462014;Dcitr01g2180012;Dcitr08g1025011;Dcitr11g0434011;Dcitr11g0753011;Dcitr02g1698011;Dcitr10g0574011;Dcitr11g0566011;Dcitr12g0777011;Dcitr06g0689011;Dcitr06g0686011;Dcitr03g0453011;Dcitr03g1635011;Dcitr01g0251011;Dcitr10g0284011;Dcitr06g1034011;Dcitr07g0515012;Dcitr00g0542011;Dcitr03g0265011;Dcitr03g0960011;Dcitr05g0566011;Dcitr00g1068011;Dcitr05g0992011;Dcitr09g0633011;Dcitr10g0885011;Dcitr07g0489011;Dcitr02g0720011;Dcitr01g0731011;Dcitr04g1160012;Dcitr13g0222011;Dcitr01g0680011;Dcitr08g0818012;Dcitr09g0313011;Dcitr04g0326011;Dcitr03g0139011;Dcitr03g0356011;Dcitr07g0515011;Dcitr01g0232011;Dcitr07g0296011;Dcitr01g0783011;Dcitr04g1194012;Dcitr06g0836012;Dcitr03g0402011;Dcitr05g0234011;Dcitr07g0946011;Dcitr00g0687012;Dcitr04g0705011;Dcitr11g0785011;Dcitr02g1598011;Dcitr01g1336011;Dcitr10g0199011;Dcitr02g0689011;Dcitr01g0250011;Dcitr08g0234011;Dcitr00g0328011;Dcitr03g0830011;Dcitr09g0939011;Dcitr01g1542011;Dcitr02g1868011;Dcitr01g1541011;Dcitr04g0245011;Dcitr03g0358011;Dcitr05g0540011;Dcitr08g1072011;Dcitr10g0293011;Dcitr13g0497011;Dcitr02g1504011;Dcitr05g0788011;Dcitr11g0372011;Dcitr02g1001012;Dcitr06g1074011;Dcitr01g0335011;Dcitr04g1258011;Dcitr07g0486011;Dcitr01g1393011;Dcitr03g1421011;Dcitr07g1130012;Dcitr05g1345011;Dcitr03g0959011;Dcitr05g0398011;Dcitr03g1070011;Dcitr02g0551011;Dcitr12g0513011;Dcitr01g1406011;Dcitr06g0462015;Dcitr02g0462011;Dcitr12g0781011;Dcitr01g1400011;Dcitr02g1001011;Dcitr02g1988011;Dcitr11g0610011;Dcitr04g1419011;Dcitr01g1852011;Dcitr06g1093011;Dcitr12g0603011;Dcitr02g0802011;Dcitr11g0768011;Dcitr05g0266011;Dcitr03g0826011;Dcitr07g1118011;Dcitr13g0331011;Dcitr02g1157011;Dcitr01g1684012;Dcitr11g0826011;Dcitr09g0645011;Dcitr11g0677011;Dcitr02g0460011;Dcitr01g2200012;Dcitr09g0395011;Dcitr08g0444011;Dcitr05g0783011;Dcitr03g1634012;Dcitr10g0196011;Dcitr01g1620011;Dcitr06g0462016;Dcitr03g0856011;Dcitr03g1972011;Dcitr11g0678012;Dcitr03g0665011;Dcitr08g1204011;Dcitr04g1332011;Dcitr03g1452011;Dcitr01g1843011;Dcitr11g0566013;Dcitr09g0160011;Dcitr01g1190011;Dcitr05g0781011;Dcitr03g0794011;Dcitr02g0681011;Dcitr03g0435011;Dcitr05g0995011;Dcitr05g0117011;Dcitr05g0233011;Dcitr00g0495011;Dcitr09g0457011;Dcitr08g0151011;Dcitr03g1832011;Dcitr08g0977011;Dcitr04g1159012;Dcitr09g0159011;Dcitr08g0245011;Dcitr12g0594011;Dcitr00g0328012;Dcitr07g0366011;Dcitr02g1870011;Dcitr06g0229011;Dcitr08g0422011;Dcitr01g0330011;Dcitr12g0644011;Dcitr03g0489012;Dcitr09g0555011;Dcitr07g0493011;Dcitr05g0621012;Dcitr01g1475011;Dcitr07g0706011;Dcitr01g1681012;Dcitr06g0462017;Dcitr13g0655011;Dcitr13g0108011;Dcitr03g0141011;Dcitr10g0738011;Dcitr03g0848011;Dcitr02g0472011;Dcitr07g0501011;Dcitr03g1287011;Dcitr05g1622011;Dcitr01g2202011;Dcitr05g1002012;Dcitr07g1130011;Dcitr02g0771012;Dcitr11g0739011;Dcitr08g0406011;Dcitr05g0111011;Dcitr06g1255011;Dcitr02g1876011;Dcitr00g1377011
GO:0004408	holocytochrome-c synthase activity	Molecular_Function	2	Dcitr01g0308011;Dcitr01g0289011
GO:0030154	cell differentiation	Biological_Process	7	Dcitr08g0330011;Dcitr07g1088011;Dcitr01g1994011;Dcitr07g1090011;Dcitr10g0585011;Dcitr08g0331011;Dcitr01g0231011
GO:0006537	glutamate biosynthetic process	Biological_Process	3	Dcitr08g0657011;Dcitr08g0645011;Dcitr08g0657012
GO:0060294	cilium movement involved in cell motility	Biological_Process	4	Dcitr03g0586011;Dcitr03g0581012;Dcitr03g0581011;Dcitr02g1034011
GO:0046470	phosphatidylcholine metabolic process	Biological_Process	1	Dcitr03g0720011
GO:0015012	heparan sulfate proteoglycan biosynthetic process	Biological_Process	6	Dcitr02g0852011;Dcitr02g0839011;Dcitr02g0849011;Dcitr06g0180011;Dcitr01g1170011;Dcitr06g0170011
GO:0009331	glycerol-3-phosphate dehydrogenase complex	Cellular_Component	6	Dcitr04g1331011;Dcitr07g0548011;Dcitr07g0548012;Dcitr00g0525011;Dcitr07g0550011;Dcitr00g0321011
GO:0017057	6-phosphogluconolactonase activity	Molecular_Function	1	Dcitr05g1285011
GO:0030628	pre-mRNA 3'-splice site binding	Molecular_Function	4	Dcitr03g1955011;Dcitr03g1962011;Dcitr03g1956011;Dcitr03g1955012
GO:0019887	protein kinase regulator activity	Molecular_Function	7	Dcitr12g0555011;Dcitr12g0546011;Dcitr12g0556011;Dcitr11g0222011;Dcitr12g0545011;Dcitr12g0547011;Dcitr11g0218011
GO:0030431	sleep	Biological_Process	4	Dcitr01g0679011;Dcitr08g0410012;Dcitr03g0853011;Dcitr08g0410011
GO:0008250	oligosaccharyltransferase complex	Cellular_Component	3	Dcitr02g1925011;Dcitr02g1933011;Dcitr01g0510011
