Accession_ID	InterPro_Count	InterPro_IDs	InterPro_Types_and_Names
Dcitr03g0900011	2	IPR016024;IPR035309	"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"FAMILY:PSME4"
Dcitr07g0932011	5	IPR036388;IPR000994;IPR036390;IPR036005;IPR004545	"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf";"DOMAIN:Pept_M24";"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf";"HOMOLOGOUS_SUPERFAMILY:Creatinase/aminopeptidase-like";"FAMILY:PA2G4"
Dcitr12g0327011	3	IPR006011;IPR010989;IPR028669	"DOMAIN:Syntaxin_N";"HOMOLOGOUS_SUPERFAMILY:SNARE";"FAMILY:STX1"
Dcitr08g0943011	6	IPR033923;IPR000095;IPR017441;IPR011009;IPR036936;IPR000719	"DOMAIN:PAK_BD";"DOMAIN:CRIB_dom";"BINDING_SITE:Protein_kinase_ATP_BS";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:CRIB_dom_sf";"DOMAIN:Prot_kinase_dom"
Dcitr06g0565011	2	IPR042556;IPR032353	"HOMOLOGOUS_SUPERFAMILY:AZUL_sf";"DOMAIN:AZUL"
Dcitr04g0572011	1	IPR041343	"DOMAIN:PRC2_HTH_1"
Dcitr03g1615011	3	IPR013815;IPR004344;IPR027749	"HOMOLOGOUS_SUPERFAMILY:ATP_grasp_subdomain_1";"FAMILY:TTL/TTLL_fam";"FAMILY:TTLL12"
Dcitr10g0913011	9	IPR023415;IPR002172;IPR036055;IPR036790;IPR036364;IPR001254;IPR009003;IPR000082;IPR020067	"CONSERVED_SITE:LDLR_class-A_CS";"REPEAT:LDrepeatLR_classA_rpt";"HOMOLOGOUS_SUPERFAMILY:LDL_receptor-like_sf";"HOMOLOGOUS_SUPERFAMILY:Frizzled_dom_sf";"HOMOLOGOUS_SUPERFAMILY:SEA_dom_sf";"DOMAIN:Trypsin_dom";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S1_PA";"DOMAIN:SEA_dom";"DOMAIN:Frizzled_dom"
Dcitr06g1422012	5	IPR036390;IPR032067;IPR030456;IPR001766;IPR036388	"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf";"DOMAIN:FOXO-TAD";"CONSERVED_SITE:TF_fork_head_CS_2";"DOMAIN:Fork_head_dom";"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf"
Dcitr09g0436011	3	IPR043128;IPR036691;IPR000477	"HOMOLOGOUS_SUPERFAMILY:Rev_trsase/Diguanyl_cyclase";"HOMOLOGOUS_SUPERFAMILY:Endo/exonu/phosph_ase_sf";"DOMAIN:RT_dom"
Dcitr02g0287011	3	IPR013017;IPR001258;IPR011042	"REPEAT:NHL_repeat_subgr";"REPEAT:NHL_repeat";"HOMOLOGOUS_SUPERFAMILY:6-blade_b-propeller_TolB-like"
Dcitr01g1330011	1	IPR013730	"FAMILY:Fyv7/TAP26"
Dcitr01g0106011	3	IPR039673;IPR009057;IPR001356	"FAMILY:SATB1/SATB2";"HOMOLOGOUS_SUPERFAMILY:Homeobox-like_sf";"DOMAIN:Homeobox_dom"
Dcitr02g0800011	4	IPR022357;IPR023271;IPR034294;IPR000425	"CONSERVED_SITE:MIP_CS";"HOMOLOGOUS_SUPERFAMILY:Aquaporin-like";"FAMILY:Aquaporin_transptr";"FAMILY:MIP"
Dcitr04g0125011	3	IPR003864;IPR032880;IPR027815	"DOMAIN:RSN1_7TM";"DOMAIN:Csc1_N";"DOMAIN:PHM7_cyt"
Dcitr00g0110011	2	IPR036910;IPR009071	"HOMOLOGOUS_SUPERFAMILY:HMG_box_dom_sf";"DOMAIN:HMG_box_dom"
Dcitr12g0296013	4	IPR029787;IPR001054;IPR032628;IPR018297	"HOMOLOGOUS_SUPERFAMILY:Nucleotide_cyclase";"DOMAIN:A/G_cyclase";"DOMAIN:AC_N";"CONSERVED_SITE:A/G_cyclase_CS"
Dcitr03g0355011	3	IPR001611;IPR032675;IPR025875	"REPEAT:Leu-rich_rpt";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"REPEAT:Leu-rich_rpt_4"
Dcitr05g0895011	4	IPR010989;IPR006011;IPR006012;IPR000727	"HOMOLOGOUS_SUPERFAMILY:SNARE";"DOMAIN:Syntaxin_N";"CONSERVED_SITE:Syntaxin/epimorphin_CS";"DOMAIN:T_SNARE_dom"
Dcitr02g0897011	8	IPR029071;IPR014352;IPR018980;IPR000299;IPR011993;IPR035963;IPR019749;IPR019748	"HOMOLOGOUS_SUPERFAMILY:Ubiquitin-like_domsf";"HOMOLOGOUS_SUPERFAMILY:FERM/acyl-CoA-bd_prot_sf";"DOMAIN:FERM_PH-like_C";"DOMAIN:FERM_domain";"HOMOLOGOUS_SUPERFAMILY:PH-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:FERM_2";"DOMAIN:Band_41_domain";"DOMAIN:FERM_central"
Dcitr01g0636011	4	IPR039119;IPR012677;IPR034353;IPR035979	"FAMILY:ABT1/Esf2";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"DOMAIN:ABT1/ESF2_RRM";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf"
Dcitr01g1116011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr11g0642011	7	IPR017986;IPR015048;IPR015943;IPR001680;IPR019775;IPR036322;IPR015505	"DOMAIN:WD40_repeat_dom";"DOMAIN:DUF1899";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"REPEAT:WD40_repeat";"CONSERVED_SITE:WD40_repeat_CS";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf";"FAMILY:Coronin"
Dcitr03g1306011	5	IPR035437;IPR007502;IPR001650;IPR002999;IPR027417	"HOMOLOGOUS_SUPERFAMILY:SNase_OB-fold_sf";"DOMAIN:Helicase-assoc_dom";"DOMAIN:Helicase_C";"DOMAIN:Tudor";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr05g1211012	3	IPR001129;IPR023352;IPR040162	"FAMILY:Membr-assoc_MAPEG";"HOMOLOGOUS_SUPERFAMILY:MAPEG-like_dom_sf";"FAMILY:MGST1-like"
Dcitr04g0325011	5	IPR043133;IPR020602;IPR018234;IPR001474;IPR043134	"HOMOLOGOUS_SUPERFAMILY:GTP-CH-I_C/QueF";"DOMAIN:GTP_CycHdrlase_I_dom";"CONSERVED_SITE:GTP_CycHdrlase_I_CS";"FAMILY:GTP_CycHdrlase_I";"HOMOLOGOUS_SUPERFAMILY:GTP-CH-I_N"
Dcitr08g0251011	4	IPR042232;IPR042231;IPR039551;IPR000542	"HOMOLOGOUS_SUPERFAMILY:Cho/carn_acyl_trans_1";"HOMOLOGOUS_SUPERFAMILY:Cho/carn_acyl_trans_2";"DOMAIN:Cho/carn_acyl_trans";"FAMILY:Carn_acyl_trans"
Dcitr02g0880011	2	IPR029063;IPR000682	"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases";"FAMILY:PCMT"
Dcitr09g0422011	6	IPR000719;IPR011009;IPR016137;IPR036305;IPR000239;IPR000961	"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:RGS";"HOMOLOGOUS_SUPERFAMILY:RGS_sf";"FAMILY:GPCR_kinase";"DOMAIN:AGC-kinase_C"
Dcitr03g2038011	3	IPR036181;IPR036873;IPR001763	"HOMOLOGOUS_SUPERFAMILY:MIT_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Rhodanese-like_dom_sf";"DOMAIN:Rhodanese-like_dom"
Dcitr12g0555011	5	IPR021133;IPR011989;IPR034085;IPR033173;IPR016024	"REPEAT:HEAT_type_2";"HOMOLOGOUS_SUPERFAMILY:ARM-like";"DOMAIN:TOG";"FAMILY:Gcn1";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold"
Dcitr02g0686011	2	IPR002913;IPR023393	"DOMAIN:START_lipid-bd_dom";"HOMOLOGOUS_SUPERFAMILY:START-like_dom_sf"
Dcitr01g0427011	1	IPR009436	"FAMILY:AGTRAP"
Dcitr01g0849011	4	IPR001611;IPR032675;IPR000372;IPR003591	"REPEAT:Leu-rich_rpt";"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"DOMAIN:LRRNT";"REPEAT:Leu-rich_rpt_typical-subtyp"
Dcitr02g0938011	3	IPR008271;IPR000719;IPR011009	"ACTIVE_SITE:Ser/Thr_kinase_AS";"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf"
Dcitr04g1334011	2	IPR023606;IPR003673	"HOMOLOGOUS_SUPERFAMILY:CoA-Trfase_III_dom_sf";"FAMILY:CoA-Trfase_fam_III"
Dcitr04g0851011	1	IPR001878	"DOMAIN:Znf_CCHC"
Dcitr04g0332011	6	IPR001763;IPR036873;IPR035969;IPR011009;IPR000719;IPR000195	"DOMAIN:Rhodanese-like_dom";"HOMOLOGOUS_SUPERFAMILY:Rhodanese-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Rab-GTPase_TBC_sf";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Prot_kinase_dom";"DOMAIN:Rab-GTPase-TBC_dom"
Dcitr03g1081011	6	IPR026851;IPR027417;IPR014808;IPR041677;IPR041679;IPR019406	"FAMILY:Dna2";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:DNA_replication_fac_Dna2_N";"DOMAIN:DNA2/NAM7_AAA_11";"DOMAIN:DNA2/NAM7-like_AAA";"DOMAIN:APLF_PBZ"
Dcitr13g0453011	6	IPR001412;IPR009080;IPR014729;IPR002302;IPR002300;IPR013155	"CONSERVED_SITE:aa-tRNA-synth_I_CS";"HOMOLOGOUS_SUPERFAMILY:tRNAsynth_Ia_anticodon-bd";"HOMOLOGOUS_SUPERFAMILY:Rossmann-like_a/b/a_fold";"FAMILY:Leu-tRNA-ligase";"DOMAIN:aa-tRNA-synth_Ia";"DOMAIN:M/V/L/I-tRNA-synth_anticd-bd"
Dcitr05g0871011	2	IPR036424;IPR001441	"HOMOLOGOUS_SUPERFAMILY:UPP_synth-like_sf";"FAMILY:UPP_synth-like"
Dcitr01g1961011	4	IPR004001;IPR020902;IPR004000;IPR043129	"CONSERVED_SITE:Actin_CS";"CONSERVED_SITE:Actin/actin-like_CS";"FAMILY:Actin";"HOMOLOGOUS_SUPERFAMILY:ATPase_NBD"
Dcitr11g0172012	3	IPR001251;IPR036865;IPR036273	"DOMAIN:CRAL-TRIO_dom";"HOMOLOGOUS_SUPERFAMILY:CRAL-TRIO_dom_sf";"HOMOLOGOUS_SUPERFAMILY:CRAL/TRIO_N_dom_sf"
Dcitr02g1815011	3	IPR024991;IPR001841;IPR013083	"FAMILY:Apc11";"DOMAIN:Znf_RING";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD"
Dcitr03g1964011	2	IPR017981;IPR017983	"DOMAIN:GPCR_2-like";"CONSERVED_SITE:GPCR_2_secretin-like_CS"
Dcitr05g1339011	3	IPR035810;IPR036610;IPR008914	"FAMILY:PEBP_euk";"HOMOLOGOUS_SUPERFAMILY:PEBP-like_sf";"FAMILY:PEBP"
Dcitr09g0552011	3	IPR001608;IPR011078;IPR029066	"DOMAIN:Ala_racemase_N";"FAMILY:PyrdxlP_homeostasis";"HOMOLOGOUS_SUPERFAMILY:PLP-binding_barrel"
Dcitr06g0723011	13	IPR017441;IPR013151;IPR020635;IPR007110;IPR001245;IPR013783;IPR003598;IPR013098;IPR036179;IPR000719;IPR011009;IPR001824;IPR003599	"BINDING_SITE:Protein_kinase_ATP_BS";"DOMAIN:Immunoglobulin";"DOMAIN:Tyr_kinase_cat_dom";"DOMAIN:Ig-like_dom";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:Ig_sub2";"DOMAIN:Ig_I-set";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"CONSERVED_SITE:Tyr_kinase_rcpt_3_CS";"DOMAIN:Ig_sub"
Dcitr07g0300011	1	IPR004882	"FAMILY:Luc7-rel"
Dcitr09g0292011	1	IPR026169	"FAMILY:MIEAP"
Dcitr04g0872011	1	IPR007726	"FAMILY:SS18_fam"
Dcitr02g1629011	2	IPR000742;IPR013032	"DOMAIN:EGF-like_dom";"CONSERVED_SITE:EGF-like_CS"
Dcitr03g0423011	3	IPR016095;IPR028364;IPR023674	"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L1_3-a/b-sand";"FAMILY:Ribosomal_L1/biogenesis";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L1-like"
Dcitr10g0477011	3	IPR036025;IPR001233;IPR027513	"HOMOLOGOUS_SUPERFAMILY:RtcB-like_sf";"FAMILY:RtcB";"FAMILY:RtcB_euk"
Dcitr00g0922011	3	IPR035979;IPR000504;IPR012677	"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf";"DOMAIN:RRM_dom";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf"
Dcitr02g1574013	14	IPR036390;IPR023578;IPR019804;IPR000159;IPR000651;IPR029071;IPR018490;IPR008937;IPR001895;IPR036388;IPR036964;IPR014710;IPR000591;IPR000595	"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf";"HOMOLOGOUS_SUPERFAMILY:Ras_GEF_dom_sf";"CONSERVED_SITE:Ras_G-nucl-exch_fac_CS";"DOMAIN:RA_dom";"DOMAIN:Ras-like_Gua-exchang_fac_N";"HOMOLOGOUS_SUPERFAMILY:Ubiquitin-like_domsf";"HOMOLOGOUS_SUPERFAMILY:cNMP-bd-like";"FAMILY:Ras-like_GEF";"DOMAIN:RASGEF_cat_dom";"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf";"HOMOLOGOUS_SUPERFAMILY:RASGEF_cat_dom_sf";"HOMOLOGOUS_SUPERFAMILY:RmlC-like_jellyroll";"DOMAIN:DEP_dom";"DOMAIN:cNMP-bd_dom"
Dcitr03g0309011	3	IPR030502;IPR002108;IPR029006	"FAMILY:CLP";"DOMAIN:ADF-H";"HOMOLOGOUS_SUPERFAMILY:ADF-H/Gelsolin-like_dom_sf"
Dcitr03g1306012	5	IPR007502;IPR035437;IPR027417;IPR002999;IPR001650	"DOMAIN:Helicase-assoc_dom";"HOMOLOGOUS_SUPERFAMILY:SNase_OB-fold_sf";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Tudor";"DOMAIN:Helicase_C"
Dcitr11g0542011	11	IPR032630;IPR023299;IPR008250;IPR030348;IPR001757;IPR023298;IPR032631;IPR018303;IPR036412;IPR023214;IPR006539	"DOMAIN:P_typ_ATPase_c";"HOMOLOGOUS_SUPERFAMILY:ATPase_P-typ_cyto_dom_N";"HOMOLOGOUS_SUPERFAMILY:ATPase_P-typ_transduc_dom_A_sf";"FAMILY:ATP8B4";"FAMILY:P_typ_ATPase";"HOMOLOGOUS_SUPERFAMILY:ATPase_P-typ_TM_dom_sf";"DOMAIN:P-type_ATPase_N";"PTM:ATPase_P-typ_P_site";"HOMOLOGOUS_SUPERFAMILY:HAD-like_sf";"HOMOLOGOUS_SUPERFAMILY:HAD_sf";"FAMILY:P-type_ATPase_IV"
Dcitr12g0971011	1	IPR013087	"DOMAIN:Znf_C2H2_type"
Dcitr07g0633011	5	IPR011009;IPR001245;IPR008266;IPR020635;IPR000719	"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"ACTIVE_SITE:Tyr_kinase_AS";"DOMAIN:Tyr_kinase_cat_dom";"DOMAIN:Prot_kinase_dom"
Dcitr07g0711011	1	IPR019330	"FAMILY:MESD"
Dcitr03g1197011	3	IPR027417;IPR020588;IPR013632	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:RecA_ATP-bd";"DOMAIN:DNA_recomb/repair_Rad51_C"
Dcitr02g1310011	2	IPR039228;IPR024771	"FAMILY:SZRD1";"DOMAIN:SUZ"
Dcitr04g0762011	2	IPR015915;IPR006652	"HOMOLOGOUS_SUPERFAMILY:Kelch-typ_b-propeller";"REPEAT:Kelch_1"
Dcitr10g0743011	2	IPR031311;IPR000618	"CONSERVED_SITE:CHIT_BIND_RR_consensus";"FAMILY:Insect_cuticle"
Dcitr10g0315012	3	IPR036259;IPR020846;IPR011701	"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"DOMAIN:MFS_dom";"FAMILY:MFS"
Dcitr02g1807011	3	IPR036179;IPR043204;IPR013783	"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"FAMILY:Basigin-like";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold"
Dcitr01g1110015	2	IPR036258;IPR009283	"HOMOLOGOUS_SUPERFAMILY:Apyrase_sf";"FAMILY:Apyrase"
Dcitr02g1113011	6	IPR020683;IPR002153;IPR002110;IPR005821;IPR036770;IPR013555	"DOMAIN:Ankyrin_rpt-contain_dom";"FAMILY:TRPC_channel";"REPEAT:Ankyrin_rpt";"DOMAIN:Ion_trans_dom";"HOMOLOGOUS_SUPERFAMILY:Ankyrin_rpt-contain_sf";"DOMAIN:TRP_dom"
Dcitr08g0409011	17	IPR014352;IPR002404;IPR019747;IPR036723;IPR018979;IPR032425;IPR011993;IPR035963;IPR019749;IPR015224;IPR019748;IPR036476;IPR015009;IPR002558;IPR030224;IPR035964;IPR000299	"HOMOLOGOUS_SUPERFAMILY:FERM/acyl-CoA-bd_prot_sf";"DOMAIN:IRS_PTB";"CONSERVED_SITE:FERM_CS";"HOMOLOGOUS_SUPERFAMILY:Alpha-catenin/vinculin-like_sf";"DOMAIN:FERM_N";"DOMAIN:FERM_f0";"HOMOLOGOUS_SUPERFAMILY:PH-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:FERM_2";"DOMAIN:Band_41_domain";"DOMAIN:Talin_cent";"DOMAIN:FERM_central";"HOMOLOGOUS_SUPERFAMILY:Talin_cent_sf";"DOMAIN:Vinculin-bd_dom";"DOMAIN:ILWEQ_dom";"FAMILY:Sla2_fam";"HOMOLOGOUS_SUPERFAMILY:I/LWEQ_dom_sf";"DOMAIN:FERM_domain"
Dcitr04g1303011	1	IPR011990	"HOMOLOGOUS_SUPERFAMILY:TPR-like_helical_dom_sf"
Dcitr02g1722011	1	IPR022533	"FAMILY:Cox20"
Dcitr01g1472013	3	IPR016197;IPR008251;IPR000953	"HOMOLOGOUS_SUPERFAMILY:Chromo-like_dom_sf";"DOMAIN:Chromo_shadow_dom";"DOMAIN:Chromo/chromo_shadow_dom"
Dcitr10g0841011	5	IPR016024;IPR040059;IPR033133;IPR011989;IPR001313	"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"FAMILY:PUM3";"DOMAIN:PUM-HD";"HOMOLOGOUS_SUPERFAMILY:ARM-like";"REPEAT:Pumilio_RNA-bd_rpt"
Dcitr03g1659011	6	IPR006650;IPR036705;IPR006329;IPR032466;IPR005502;IPR001365	"ACTIVE_SITE:A/AMP_deam_AS";"HOMOLOGOUS_SUPERFAMILY:Ribosyl_crysJ1_sf";"FAMILY:AMPD";"HOMOLOGOUS_SUPERFAMILY:Metal_Hydrolase";"FAMILY:Ribosyl_crysJ1";"DOMAIN:A/AMP_deaminase_dom"
Dcitr13g0464011	6	IPR036236;IPR023780;IPR000953;IPR016197;IPR013087;IPR023779	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Chromo_domain";"DOMAIN:Chromo/chromo_shadow_dom";"HOMOLOGOUS_SUPERFAMILY:Chromo-like_dom_sf";"DOMAIN:Znf_C2H2_type";"CONSERVED_SITE:Chromodomain_CS"
Dcitr00g0999011	2	IPR008949;IPR034686	"HOMOLOGOUS_SUPERFAMILY:Isoprenoid_synthase_dom_sf";"FAMILY:Terpene_cyclase-like_2"
Dcitr05g1156011	9	IPR002942;IPR013843;IPR041982;IPR013845;IPR000876;IPR014722;IPR005824;IPR038237;IPR032277	"DOMAIN:S4_RNA-bd";"DOMAIN:Ribosomal_S4e_N";"DOMAIN:KOW_RPS4";"DOMAIN:Ribosomal_S4e_central_region";"FAMILY:Ribosomal_S4e";"HOMOLOGOUS_SUPERFAMILY:Rib_L2_dom2";"DOMAIN:KOW";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_S4e_central_sf";"DOMAIN:40S_S4_C"
Dcitr13g0418011	2	IPR022742;IPR029058	"DOMAIN:Hydrolase_4";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr06g0741011	5	IPR004167;IPR036625;IPR003016;IPR000089;IPR011053	"DOMAIN:PSBD";"HOMOLOGOUS_SUPERFAMILY:E3-bd_dom_sf";"BINDING_SITE:2-oxoA_DH_lipoyl-BS";"DOMAIN:Biotin_lipoyl";"HOMOLOGOUS_SUPERFAMILY:Single_hybrid_motif"
Dcitr01g0543011	4	IPR002733;IPR027485;IPR036071;IPR023473	"DOMAIN:AMMECR1_domain";"HOMOLOGOUS_SUPERFAMILY:AMMECR1_N";"HOMOLOGOUS_SUPERFAMILY:AMMECR1_dom_sf";"FAMILY:AMMECR1"
Dcitr01g0798011	13	IPR001752;IPR019821;IPR022164;IPR036859;IPR027417;IPR036961;IPR022140;IPR008984;IPR000253;IPR032923;IPR027640;IPR032405;IPR000938	"DOMAIN:Kinesin_motor_dom";"CONSERVED_SITE:Kinesin_motor_CS";"DOMAIN:Kinesin-like";"HOMOLOGOUS_SUPERFAMILY:CAP-Gly_dom_sf";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"HOMOLOGOUS_SUPERFAMILY:Kinesin_motor_dom_sf";"DOMAIN:Kinesin-like_KIF1-typ";"HOMOLOGOUS_SUPERFAMILY:SMAD_FHA_dom_sf";"DOMAIN:FHA_dom";"FAMILY:KIF13A";"FAMILY:Kinesin-like_fam";"DOMAIN:Kinesin_assoc";"DOMAIN:CAP-Gly_domain"
Dcitr02g1685011	2	IPR030434;IPR008429	"FAMILY:CLPTM1L";"FAMILY:CLPTM1"
Dcitr01g0724011	5	IPR033116;IPR001254;IPR018114;IPR009003;IPR001314	"ACTIVE_SITE:TRYPSIN_SER";"DOMAIN:Trypsin_dom";"ACTIVE_SITE:TRYPSIN_HIS";"HOMOLOGOUS_SUPERFAMILY:Peptidase_S1_PA";"FAMILY:Peptidase_S1A"
Dcitr06g0874012	2	IPR002347;IPR036291	"FAMILY:SDR_fam";"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf"
Dcitr00g1067011	3	IPR002312;IPR004364;IPR006195	"FAMILY:Asp/Asn-tRNA-synth_IIb";"DOMAIN:Aa-tRNA-synt_II";"DOMAIN:aa-tRNA-synth_II"
Dcitr02g0284011	4	IPR000315;IPR013083;IPR001841;IPR018957	"DOMAIN:Znf_B-box";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:Znf_RING";"DOMAIN:Znf_C3HC4_RING-type"
Dcitr12g0724011	6	IPR001623;IPR036869;IPR034254;IPR012677;IPR000504;IPR035979	"DOMAIN:DnaJ_domain";"HOMOLOGOUS_SUPERFAMILY:J_dom_sf";"DOMAIN:DNAJC17_RRM";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"DOMAIN:RRM_dom";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf"
Dcitr10g0302011	6	IPR019775;IPR036322;IPR017986;IPR042626;IPR015943;IPR001680	"CONSERVED_SITE:WD40_repeat_CS";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf";"DOMAIN:WD40_repeat_dom";"FAMILY:THOC6";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"REPEAT:WD40_repeat"
Dcitr05g1558011	1	IPR013057	"DOMAIN:AA_transpt_TM"
Dcitr04g1479011	5	IPR017907;IPR001841;IPR013083;IPR001876;IPR026261	"CONSERVED_SITE:Znf_RING_CS";"DOMAIN:Znf_RING";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"DOMAIN:Znf_RanBP2";"FAMILY:RBCK1/SHARPIN"
Dcitr02g1053011	1	IPR032008	"DOMAIN:DUF4792"
Dcitr00g1275011	2	IPR003959;IPR027417	"DOMAIN:ATPase_AAA_core";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr01g1605011	5	IPR036390;IPR003150;IPR016024;IPR039779;IPR036388	"HOMOLOGOUS_SUPERFAMILY:WH_DNA-bd_sf";"DOMAIN:DNA-bd_RFX";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"FAMILY:RFX-like";"HOMOLOGOUS_SUPERFAMILY:WH-like_DNA-bd_sf"
Dcitr00g1124011	1	IPR006640	"DOMAIN:SprT-like_domain"
Dcitr03g0177012	3	IPR000742;IPR001791;IPR013320	"DOMAIN:EGF-like_dom";"DOMAIN:Laminin_G";"HOMOLOGOUS_SUPERFAMILY:ConA-like_dom_sf"
Dcitr01g0946011	1	IPR009542	"FAMILY:SPC12"
Dcitr08g0125011	5	IPR001781;IPR031847;IPR006643;IPR001478;IPR036034	"DOMAIN:Znf_LIM";"DOMAIN:DUF4749";"DOMAIN:Zasp-like_motif";"DOMAIN:PDZ";"HOMOLOGOUS_SUPERFAMILY:PDZ_sf"
Dcitr05g0505011	10	IPR002110;IPR003959;IPR003593;IPR041569;IPR037219;IPR020683;IPR005936;IPR000642;IPR036770;IPR027417	"REPEAT:Ankyrin_rpt";"DOMAIN:ATPase_AAA_core";"DOMAIN:AAA+_ATPase";"DOMAIN:AAA_lid_3";"HOMOLOGOUS_SUPERFAMILY:Peptidase_M41-like";"DOMAIN:Ankyrin_rpt-contain_dom";"FAMILY:FtsH";"DOMAIN:Peptidase_M41";"HOMOLOGOUS_SUPERFAMILY:Ankyrin_rpt-contain_sf";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr01g1895011	2	IPR042031;IPR009829	"HOMOLOGOUS_SUPERFAMILY:SKA1-MBD";"FAMILY:SKA1"
Dcitr05g0958011	1	IPR008506	"FAMILY:SND2/TMEM208"
Dcitr03g0820011	5	IPR036412;IPR023214;IPR023298;IPR001757;IPR006068	"HOMOLOGOUS_SUPERFAMILY:HAD-like_sf";"HOMOLOGOUS_SUPERFAMILY:HAD_sf";"HOMOLOGOUS_SUPERFAMILY:ATPase_P-typ_TM_dom_sf";"FAMILY:P_typ_ATPase";"DOMAIN:ATPase_P-typ_cation-transptr_C"
Dcitr06g1483011	2	IPR006612;IPR038441	"DOMAIN:THAP_Znf";"HOMOLOGOUS_SUPERFAMILY:THAP_Znf_sf"
Dcitr04g0182011	2	IPR041588;IPR008042	"DOMAIN:Integrase_H2C2";"FAMILY:Retrotrans_Pao"
Dcitr01g1849011	1	IPR003650	"DOMAIN:Orange_dom"
Dcitr08g1177011	2	IPR036921;IPR004536	"HOMOLOGOUS_SUPERFAMILY:PurM-like_N_sf";"FAMILY:SPS/SelD"
Dcitr08g0280011	1	IPR022782	"DOMAIN:AIP3-like_C"
