InterPro_ID	InterPro_Type_and_Name	Accession_Count	Accession_IDs
IPR026708	FAMILY:CSPP1	1	Dcitr07g0444011
IPR002015	REPEAT:Proteasome/cyclosome_rpt	4	Dcitr00g0535011;Dcitr09g0760011;Dcitr09g0184011;Dcitr09g0730011
IPR037851	DOMAIN:PH2_ADAP	1	Dcitr12g0508011
IPR037931	FAMILY:BAP18	1	Dcitr04g0479011
IPR037278	HOMOLOGOUS_SUPERFAMILY:ARFGAP/RecO	10	Dcitr12g0508011;Dcitr05g0865011;Dcitr07g0737011;Dcitr01g0450011;Dcitr07g0738011;Dcitr05g0860011;Dcitr05g1573011;Dcitr06g0435011;Dcitr02g1819011;Dcitr04g0799011
IPR018973	FAMILY:DEAD/DEAH-box_helicase	1	Dcitr00g0848011
IPR012493	FAMILY:Renin_rcpt	2	Dcitr01g1073011;Dcitr01g1081011
IPR004014	DOMAIN:ATPase_P-typ_cation-transptr_N	17	Dcitr08g0756015;Dcitr12g0938011;Dcitr13g0372012;Dcitr08g0756011;Dcitr05g0642011;Dcitr03g0822011;Dcitr05g0647011;Dcitr08g0178011;Dcitr08g0756013;Dcitr08g0756012;Dcitr10g0498011;Dcitr03g0823011;Dcitr13g0372011;Dcitr01g0950011;Dcitr10g0499011;Dcitr12g0939011;Dcitr08g0756014
IPR003956	CONSERVED_SITE:Transcrpt_fac_NFYB/HAP3_CS	1	Dcitr06g0607011
IPR018240	CONSERVED_SITE:Clathrin_mu_CS	6	Dcitr00g0318011;Dcitr02g1318011;Dcitr02g1312011;Dcitr02g1735011;Dcitr10g0391011;Dcitr10g0394011
IPR006379	FAMILY:HAD-SF_hydro_IIB	6	Dcitr01g1962011;Dcitr07g0890011;Dcitr01g1965011;Dcitr02g1755012;Dcitr02g1755011;Dcitr01g1962012
IPR040442	HOMOLOGOUS_SUPERFAMILY:Pyrv_Kinase-like_dom_sf	4	Dcitr00g1176011;Dcitr07g0613011;Dcitr07g0614011;Dcitr01g1119011
IPR036348	HOMOLOGOUS_SUPERFAMILY:WIBG_N_sf	1	Dcitr02g0466011
IPR010414	FAMILY:FRG1	3	Dcitr00g1105011;Dcitr00g0481011;Dcitr00g0932011
IPR000804	CONSERVED_SITE:Clathrin_sm-chain_CS	5	Dcitr01g0960011;Dcitr03g0799011;Dcitr03g0803011;Dcitr03g0790011;Dcitr10g0207011
IPR031660	DOMAIN:TOPRIM_C	1	Dcitr01g1602011
IPR007829	DOMAIN:TM2	5	Dcitr03g0675011;Dcitr02g1290011;Dcitr02g1746011;Dcitr02g1285011;Dcitr02g1752011
IPR035784	DOMAIN:SPRY_FBXO45	2	Dcitr04g1295011;Dcitr04g1296011
IPR019575	DOMAIN:Nuop51_4Fe4S-bd	1	Dcitr04g1046011
IPR015256	DOMAIN:TIF2_gsu_C	2	Dcitr04g0935011;Dcitr04g0940011
IPR008974	HOMOLOGOUS_SUPERFAMILY:TRAF-like	23	Dcitr13g0219011;Dcitr12g0257013;Dcitr00g1288011;Dcitr04g0999012;Dcitr05g1631011;Dcitr12g0257011;Dcitr06g0567011;Dcitr02g0479011;Dcitr03g1002011;Dcitr03g1001011;Dcitr01g0824011;Dcitr00g0433011;Dcitr07g0600011;Dcitr00g0654011;Dcitr04g0255011;Dcitr07g0533011;Dcitr12g0257012;Dcitr04g0999011;Dcitr00g0845011;Dcitr12g0257014;Dcitr08g0775011;Dcitr00g1326011;Dcitr00g1326012
IPR019134	DOMAIN:Cactin_C	1	Dcitr02g1942011
IPR001392	FAMILY:Clathrin_mu	8	Dcitr10g0391011;Dcitr08g1150011;Dcitr02g1735011;Dcitr02g1312011;Dcitr10g0394011;Dcitr08g1148011;Dcitr02g1318011;Dcitr00g0318011
IPR013333	FAMILY:Ryan_recept	1	Dcitr04g0444011
IPR011833	FAMILY:Glycg_phsphrylas	2	Dcitr02g0325011;Dcitr02g0339011
IPR037631	FAMILY:Gle2/RAE1	1	Dcitr07g0642011
IPR008688	FAMILY:ATP_synth_Bsub_B/MI25	2	Dcitr02g0734011;Dcitr02g0733011
IPR026180	FAMILY:NSL1	3	Dcitr03g1645011;Dcitr03g1644011;Dcitr03g1646011
IPR016267	FAMILY:UDPGP_trans	2	Dcitr08g0210011;Dcitr08g0214011
IPR031328	FAMILY:Ephrin	1	Dcitr08g0665011
IPR031656	DOMAIN:DAO_C	1	Dcitr04g1331011
IPR002355	BINDING_SITE:Cu_oxidase_Cu_BS	12	Dcitr05g1114011;Dcitr12g0985011;Dcitr04g1041011;Dcitr04g0962011;Dcitr04g0968011;Dcitr05g1117011;Dcitr01g1897011;Dcitr12g0708011;Dcitr04g1506011;Dcitr05g1117012;Dcitr04g0488011;Dcitr04g1034011
IPR000586	FAMILY:Somatstn_rcpt	3	Dcitr12g0353011;Dcitr12g0356011;Dcitr12g0355011
IPR021891	DOMAIN:Telomerase_RBD	2	Dcitr03g0660011;Dcitr03g0665011
IPR027475	ACTIVE_SITE:Asparaginase/glutaminase_AS2	1	Dcitr03g0862011
IPR037679	FAMILY:Apc5	2	Dcitr05g1014011;Dcitr05g1011011
IPR038178	HOMOLOGOUS_SUPERFAMILY:Kringle_sf	7	Dcitr06g0950011;Dcitr05g1443011;Dcitr05g1443012;Dcitr06g0979011;Dcitr08g1044011;Dcitr05g1337011;Dcitr08g1045011
IPR028731	FAMILY:TANK1	2	Dcitr03g0616011;Dcitr03g0621011
IPR021836	FAMILY:DUF3429	4	Dcitr03g1447011;Dcitr03g1445011;Dcitr00g1506011;Dcitr02g0628011
IPR034922	DOMAIN:REX1-like_exo	5	Dcitr12g1026011;Dcitr12g0636011;Dcitr12g1027011;Dcitr12g0636013;Dcitr12g0636012
IPR040392	DOMAIN:PKHA4/5/6/7_PH	1	Dcitr06g0535011
IPR022830	HOMOLOGOUS_SUPERFAMILY:Indigdn_synthA-like	4	Dcitr02g1987011;Dcitr00g0816012;Dcitr02g1987012;Dcitr00g0816011
IPR019087	FAMILY:Med15	2	Dcitr04g0734011;Dcitr04g0737011
IPR019393	FAMILY:WASH_strumpellin	2	Dcitr01g1556011;Dcitr01g1554011
IPR034182	DOMAIN:Kexin/furin	11	Dcitr03g0374011;Dcitr11g0758011;Dcitr08g0689013;Dcitr11g0764011;Dcitr08g0689011;Dcitr11g0754011;Dcitr11g0549011;Dcitr08g0689012;Dcitr08g0689014;Dcitr11g0756011;Dcitr11g0322011
IPR001412	CONSERVED_SITE:aa-tRNA-synth_I_CS	18	Dcitr06g1141011;Dcitr06g0659011;Dcitr05g0106011;Dcitr05g0103011;Dcitr06g1137011;Dcitr05g0591011;Dcitr02g0675011;Dcitr02g0142011;Dcitr02g0142012;Dcitr05g0581011;Dcitr03g1321011;Dcitr03g0735011;Dcitr03g1315011;Dcitr06g1046011;Dcitr06g1064011;Dcitr06g0665011;Dcitr02g1976011;Dcitr13g0453011
IPR036193	HOMOLOGOUS_SUPERFAMILY:ADK_active_lid_dom_sf	4	Dcitr02g0736012;Dcitr02g0736011;Dcitr02g0736013;Dcitr02g0736014
IPR036914	HOMOLOGOUS_SUPERFAMILY:MGS-like_dom_sf	3	Dcitr10g0570011;Dcitr07g0379011;Dcitr10g0568011
IPR029160	FAMILY:CCSMST1_fam	3	Dcitr07g0144012;Dcitr07g0145011;Dcitr07g0144011
IPR040010	FAMILY:ZN608/ZN609	2	Dcitr13g0127011;Dcitr13g0128011
IPR039801	FAMILY:EPS8-like	1	Dcitr08g0196011
IPR037062	HOMOLOGOUS_SUPERFAMILY:Malic_N_dom_sf	3	Dcitr01g1780011;Dcitr01g1776011;Dcitr01g1775011
IPR016189	HOMOLOGOUS_SUPERFAMILY:Transl_init_fac_IF2/IF5_N	4	Dcitr01g2137011;Dcitr05g1419011;Dcitr01g2127011;Dcitr05g1421011
IPR015576	FAMILY:Spermine_synthase_animal	1	Dcitr08g1047011
IPR013855	DOMAIN:Cdc37_N_dom	2	Dcitr00g1113011;Dcitr00g1213011
IPR012972	DOMAIN:NLE	3	Dcitr02g0572011;Dcitr02g0569011;Dcitr03g1805011
IPR032642	FAMILY:Msh2	2	Dcitr00g0815011;Dcitr02g1986011
IPR000629	CONSERVED_SITE:RNA-helicase_DEAD-box_CS	33	Dcitr04g1628011;Dcitr12g0156011;Dcitr01g1036011;Dcitr12g0160011;Dcitr11g0574011;Dcitr00g0224011;Dcitr04g0376011;Dcitr01g1133011;Dcitr02g1423011;Dcitr10g0658012;Dcitr10g0658011;Dcitr01g0879011;Dcitr12g0410011;Dcitr04g0451011;Dcitr07g1205012;Dcitr07g1202011;Dcitr09g0568011;Dcitr01g0939011;Dcitr12g0420011;Dcitr01g1038011;Dcitr02g1383011;Dcitr02g1418011;Dcitr12g0493011;Dcitr03g1113011;Dcitr00g0797011;Dcitr01g1581011;Dcitr12g0161011;Dcitr07g1205011;Dcitr06g1229011;Dcitr09g0665011;Dcitr12g1022011;Dcitr02g1132011;Dcitr12g0415011
IPR012911	DOMAIN:PP2C_C	1	Dcitr03g0666011
IPR015718	FAMILY:TMED7	1	Dcitr07g0805011
IPR035871	DOMAIN:GHITM	2	Dcitr04g0115011;Dcitr04g0109011
IPR023082	DOMAIN:Homeo_prospero_dom	1	Dcitr03g1510011
IPR018486	CONSERVED_SITE:Hemopexin_CS	2	Dcitr00g0697011;Dcitr00g0697012
IPR027452	HOMOLOGOUS_SUPERFAMILY:FIH-1_dom_II	1	Dcitr06g1286011
IPR001858	CONSERVED_SITE:Phosphatidylethanolamine-bd_CS	1	Dcitr03g0517011
IPR020946	FAMILY:Flavin_mOase-like	6	Dcitr05g1434013;Dcitr05g1434012;Dcitr05g1433011;Dcitr00g1505012;Dcitr05g1434011;Dcitr00g1505011
IPR001373	DOMAIN:Cullin_N	9	Dcitr01g1155011;Dcitr01g1156011;Dcitr03g1362011;Dcitr01g2237011;Dcitr04g1660011;Dcitr01g2242011;Dcitr00g1280011;Dcitr01g2241011;Dcitr12g0466011
IPR004481	FAMILY:K/Na/Ca-exchanger	9	Dcitr06g1293011;Dcitr08g0120013;Dcitr08g0120012;Dcitr08g0120014;Dcitr08g0120011;Dcitr09g0738011;Dcitr09g0736011;Dcitr08g0120015;Dcitr13g0355011
IPR000782	DOMAIN:FAS1_domain	5	Dcitr04g0595011;Dcitr07g0995011;Dcitr01g1972011;Dcitr07g0999011;Dcitr04g1555011
IPR038286	HOMOLOGOUS_SUPERFAMILY:IPK_sf	2	Dcitr01g1305011;Dcitr02g1372011
IPR005062	FAMILY:SAC3/GANP/THP3	5	Dcitr12g0226012;Dcitr12g0232012;Dcitr12g0225011;Dcitr12g0232011;Dcitr12g0226011
IPR000683	DOMAIN:Oxidoreductase_N	1	Dcitr12g0190011
IPR003102	DOMAIN:Coactivator_CBP_pKID	1	Dcitr02g1504011
IPR001881	DOMAIN:EGF-like_Ca-bd_dom	49	Dcitr08g0536011;Dcitr11g0144011;Dcitr13g0467011;Dcitr01g1378011;Dcitr10g0941011;Dcitr08g0383012;Dcitr12g0379011;Dcitr10g0944011;Dcitr08g0720011;Dcitr03g1438011;Dcitr02g1495011;Dcitr06g0104011;Dcitr08g1139011;Dcitr01g1377011;Dcitr08g0551011;Dcitr06g0139011;Dcitr02g0949011;Dcitr03g1219011;Dcitr03g1218011;Dcitr11g0575011;Dcitr02g0237011;Dcitr02g1615011;Dcitr04g0903011;Dcitr06g0134011;Dcitr08g1135011;Dcitr08g0330011;Dcitr07g0866011;Dcitr13g0466011;Dcitr11g0167011;Dcitr01g0705011;Dcitr06g0103012;Dcitr08g0385011;Dcitr04g0883011;Dcitr10g0491011;Dcitr04g0907011;Dcitr03g1444011;Dcitr06g0103011;Dcitr08g0331011;Dcitr04g1147011;Dcitr06g0136011;Dcitr01g1565011;Dcitr10g0494011;Dcitr08g0382011;Dcitr08g0366014;Dcitr08g0383011;Dcitr00g0756011;Dcitr04g1149011;Dcitr11g0145011;Dcitr00g1455011
IPR036060	HOMOLOGOUS_SUPERFAMILY:Znf_C2H2C_sf	6	Dcitr02g0580011;Dcitr10g0320011;Dcitr12g0188011;Dcitr02g0573011;Dcitr12g0187011;Dcitr10g0321011
IPR020838	DOMAIN:DBINO	3	Dcitr01g1541011;Dcitr05g1345011;Dcitr01g1542011
IPR018166	CONSERVED_SITE:S-AdoMet_deCO2ase_CS	1	Dcitr01g0187011
IPR028733	FAMILY:MMP25	1	Dcitr03g0170011
IPR027140	FAMILY:KPNB1_plant	1	Dcitr00g0852011
IPR015482	FAMILY:Syntrophin	7	Dcitr01g1614011;Dcitr01g1621011;Dcitr01g1613011;Dcitr01g1617011;Dcitr12g0399011;Dcitr01g1618011;Dcitr12g0402011
IPR008012	FAMILY:Ump1	1	Dcitr06g1360011
IPR022192	DOMAIN:SUV3_C	1	Dcitr09g0932011
IPR041541	DOMAIN:Glutaminase_EF-hand	2	Dcitr01g1942012;Dcitr01g1942011
IPR039989	FAMILY:NUDT9	2	Dcitr07g0151011;Dcitr07g0151012
IPR001763	DOMAIN:Rhodanese-like_dom	13	Dcitr03g2038011;Dcitr01g1773013;Dcitr01g1212011;Dcitr01g1773012;Dcitr01g1211011;Dcitr03g2049011;Dcitr02g1763011;Dcitr01g1773011;Dcitr13g0304011;Dcitr04g0297011;Dcitr04g0332011;Dcitr03g0114011;Dcitr01g0619011
IPR040694	DOMAIN:UGGT_TRXL_2	2	Dcitr09g0696011;Dcitr09g0698011
IPR037190	HOMOLOGOUS_SUPERFAMILY:LIS1_N	2	Dcitr00g1232011;Dcitr10g0134011
IPR026867	FAMILY:AK7	4	Dcitr13g0198012;Dcitr13g0198011;Dcitr03g1853011;Dcitr03g1844011
IPR006656	DOMAIN:Mopterin_OxRdtase	2	Dcitr01g2044011;Dcitr01g2043011
IPR008530	FAMILY:CCDC22	2	Dcitr02g0382011;Dcitr02g0368011
IPR019974	CONSERVED_SITE:XPG_CS	5	Dcitr00g0448011;Dcitr04g1160012;Dcitr08g0964011;Dcitr04g1160011;Dcitr11g0968011
IPR028083	DOMAIN:Spt6_acidic_N_dom	1	Dcitr12g0283011
IPR002624	FAMILY:DCK/DGK	3	Dcitr06g0335011;Dcitr01g0707011;Dcitr06g0342011
IPR019496	DOMAIN:NUFIP1_cons_dom	2	Dcitr04g1039011;Dcitr04g1033011
IPR020560	DOMAIN:PRibGlycinamide_synth_C-dom	2	Dcitr02g0451011;Dcitr02g0448011
IPR037129	HOMOLOGOUS_SUPERFAMILY:XPA_sf	3	Dcitr02g2012011;Dcitr01g1301011;Dcitr01g1310011
IPR028570	FAMILY:TRIO	1	Dcitr05g1505011
IPR039016	FAMILY:RECK	1	Dcitr01g1126011
IPR009060	HOMOLOGOUS_SUPERFAMILY:UBA-like_sf	60	Dcitr01g1980011;Dcitr00g0912012;Dcitr04g1619011;Dcitr11g0422011;Dcitr08g1138011;Dcitr02g1589012;Dcitr04g0301011;Dcitr10g0518011;Dcitr11g0645011;Dcitr04g0829011;Dcitr08g1134011;Dcitr08g0404011;Dcitr00g1381011;Dcitr05g1296014;Dcitr00g0912011;Dcitr04g0327011;Dcitr04g0301012;Dcitr02g0831014;Dcitr02g0425012;Dcitr02g1589013;Dcitr01g1999011;Dcitr04g0422011;Dcitr10g0517011;Dcitr08g1138012;Dcitr00g0366012;Dcitr05g0287011;Dcitr02g0616011;Dcitr11g0648011;Dcitr02g1589011;Dcitr00g1425011;Dcitr05g1296011;Dcitr00g0366011;Dcitr02g0425011;Dcitr10g0525012;Dcitr02g0831011;Dcitr04g0121011;Dcitr11g0390011;Dcitr02g0425014;Dcitr06g0623011;Dcitr06g0617011;Dcitr00g1474011;Dcitr02g1362011;Dcitr05g0285011;Dcitr00g1215011;Dcitr00g0912013;Dcitr06g1424011;Dcitr00g1454011;Dcitr12g0633011;Dcitr02g0831013;Dcitr02g0425015;Dcitr02g0823011;Dcitr05g0934011;Dcitr02g0425013;Dcitr01g1982011;Dcitr05g1041011;Dcitr04g0827011;Dcitr02g1360011;Dcitr01g2001011;Dcitr00g1077011;Dcitr04g0328011
IPR042532	HOMOLOGOUS_SUPERFAMILY:EXOC3/Sec6_C	2	Dcitr04g0708011;Dcitr04g0711011
IPR027986	FAMILY:TCAIM	3	Dcitr04g1539011;Dcitr04g1541011;Dcitr04g1538011
IPR004396	FAMILY:ATPase_YchF/OLA1	1	Dcitr10g0560011
IPR005225	DOMAIN:Small_GTP-bd_dom	106	Dcitr03g0748011;Dcitr03g0725011;Dcitr06g0604011;Dcitr03g0235011;Dcitr03g1463011;Dcitr00g1352011;Dcitr02g0739011;Dcitr12g0491011;Dcitr04g0977011;Dcitr03g1454011;Dcitr01g0980011;Dcitr00g0325012;Dcitr04g1126011;Dcitr05g0500011;Dcitr07g0777011;Dcitr01g1646011;Dcitr04g0943011;Dcitr12g0307011;Dcitr08g0659011;Dcitr07g0682011;Dcitr01g1182011;Dcitr10g0409011;Dcitr13g0319011;Dcitr11g0799011;Dcitr01g0138011;Dcitr06g0849011;Dcitr09g0893011;Dcitr01g1118011;Dcitr07g0459011;Dcitr03g1651011;Dcitr09g0431012;Dcitr11g0519011;Dcitr00g0580011;Dcitr06g0872011;Dcitr09g0890011;Dcitr00g1279011;Dcitr05g1374011;Dcitr02g1370011;Dcitr02g0265011;Dcitr09g0965011;Dcitr01g1333011;Dcitr08g0547011;Dcitr00g0621011;Dcitr12g0179011;Dcitr08g0762011;Dcitr11g0641011;Dcitr06g1032011;Dcitr02g1911011;Dcitr11g0774011;Dcitr10g0159011;Dcitr00g0201011;Dcitr03g0253011;Dcitr09g0431011;Dcitr00g1308011;Dcitr07g0644011;Dcitr03g1779011;Dcitr05g1316011;Dcitr07g0258011;Dcitr00g0325011;Dcitr03g1159011;Dcitr02g0729011;Dcitr00g1320011;Dcitr05g1317011;Dcitr04g0399011;Dcitr03g0314011;Dcitr03g2076011;Dcitr06g1035011;Dcitr01g1766011;Dcitr05g0716011;Dcitr05g1720011;Dcitr08g0808011;Dcitr02g0275011;Dcitr00g0595011;Dcitr09g0890012;Dcitr03g0751012;Dcitr07g1175011;Dcitr03g0751011;Dcitr11g0708011;Dcitr12g0348011;Dcitr04g0401011;Dcitr02g1912011;Dcitr13g0458011;Dcitr02g2000011;Dcitr12g0489011;Dcitr01g1487011;Dcitr01g1766012;Dcitr13g0333011;Dcitr05g1313011;Dcitr09g0431013;Dcitr07g0261011;Dcitr03g2078011;Dcitr04g0168011;Dcitr07g0353011;Dcitr03g0485011;Dcitr01g0977011;Dcitr08g0804011;Dcitr08g0372011;Dcitr12g0488011;Dcitr09g0893012;Dcitr01g0978011;Dcitr05g0250011;Dcitr02g1017011;Dcitr11g0602011;Dcitr11g0576011;Dcitr04g1276011;Dcitr08g0831011
IPR000011	FAMILY:UBQ/SUMO-activ_enz_E1-like	5	Dcitr03g1020011;Dcitr02g1520011;Dcitr02g1522011;Dcitr02g1518011;Dcitr03g1019011
IPR011530	FAMILY:rRNA_adenine_dimethylase	3	Dcitr13g0166011;Dcitr13g0163011;Dcitr02g0201011
IPR038219	HOMOLOGOUS_SUPERFAMILY:Sep15/SelM_sf	3	Dcitr05g1430011;Dcitr03g0937011;Dcitr05g1431011
IPR029404	FAMILY:C15orf41	1	Dcitr03g0639011
IPR020633	CONSERVED_SITE:Thymidine_kinase_CS	2	Dcitr07g0116011;Dcitr07g0119011
IPR028669	FAMILY:STX1	2	Dcitr12g0327011;Dcitr12g0326011
IPR029175	FAMILY:EXOC2/Sec5	1	Dcitr00g0709011
IPR038319	HOMOLOGOUS_SUPERFAMILY:Serine_rich_sf	2	Dcitr12g0136011;Dcitr12g0134011
IPR035676	DOMAIN:SHC_SH2	1	Dcitr02g0217011
IPR008604	FAMILY:MAP7_fam	5	Dcitr08g0867015;Dcitr08g0867014;Dcitr08g0867011;Dcitr08g0867013;Dcitr08g0867012
IPR010729	FAMILY:Ribosomal_L47_mit	2	Dcitr03g0325011;Dcitr03g0317011
IPR026872	FAMILY:FTB	1	Dcitr03g0573011
IPR019153	FAMILY:DDRGK_dom-contain	2	Dcitr03g0771011;Dcitr03g0764011
IPR039812	FAMILY:Vesicle-fus_ATPase	2	Dcitr01g0328011;Dcitr01g0331011
IPR013599	DOMAIN:TRAM1	3	Dcitr01g0295011;Dcitr01g0295012;Dcitr01g0298011
IPR016692	FAMILY:Sulfiredoxin	1	Dcitr00g0317011
IPR004279	FAMILY:Perilipin	1	Dcitr06g0945011
IPR005809	FAMILY:Succ_CoA_synthase_bsu	5	Dcitr09g0211011;Dcitr04g1133011;Dcitr04g1121011;Dcitr09g0202011;Dcitr04g1131011
IPR029630	FAMILY:Api_m_3	9	Dcitr01g1214013;Dcitr01g1214015;Dcitr03g0531011;Dcitr04g0800011;Dcitr01g1214014;Dcitr02g0209011;Dcitr01g1214012;Dcitr01g1166011;Dcitr01g1214011
IPR034219	DOMAIN:ZCRB1_RRM	1	Dcitr05g1593011
IPR001972	FAMILY:Stomatin_HflK_HflKC_fam	7	Dcitr04g1612011;Dcitr02g0463011;Dcitr04g1607011;Dcitr05g0351011;Dcitr05g0335011;Dcitr02g0458011;Dcitr04g1610011
IPR041686	DOMAIN:Znf-CCCH_3	2	Dcitr06g0699011;Dcitr06g0698011
IPR001646	REPEAT:5peptide_repeat	2	Dcitr09g0310011;Dcitr09g0309011
IPR000959	DOMAIN:POLO_box_dom	1	Dcitr09g0811011
IPR007941	FAMILY:DUF726	1	Dcitr01g1175011
IPR008257	FAMILY:Pept_M19	3	Dcitr00g0830011;Dcitr12g0692011;Dcitr00g0173011
IPR006529	FAMILY:U2AF_lg	1	Dcitr07g0386011
IPR033047	FAMILY:Opa1	2	Dcitr11g0495011;Dcitr11g0495012
IPR010718	FAMILY:DUF1294	1	Dcitr11g0431011
IPR037259	HOMOLOGOUS_SUPERFAMILY:BRK_sf	6	Dcitr01g1799011;Dcitr04g0805011;Dcitr04g1505011;Dcitr04g0804011;Dcitr04g0808011;Dcitr04g0574011
IPR016576	FAMILY:Ribosomal_MRP63_mit	1	Dcitr12g0258011
IPR007265	FAMILY:COG_su3	1	Dcitr01g0667011
IPR017096	FAMILY:BTB-kelch_protein	11	Dcitr00g1004012;Dcitr10g1090013;Dcitr10g1090011;Dcitr07g0216011;Dcitr00g1004011;Dcitr04g1348011;Dcitr00g1202011;Dcitr10g0417011;Dcitr00g0252011;Dcitr00g0249011;Dcitr10g1090012
IPR014743	HOMOLOGOUS_SUPERFAMILY:Cl-channel_core	14	Dcitr01g1968011;Dcitr07g0231011;Dcitr05g0918011;Dcitr04g1107011;Dcitr01g1966011;Dcitr07g0243012;Dcitr05g0916011;Dcitr07g0243011;Dcitr01g1933011;Dcitr01g1931011;Dcitr07g0241011;Dcitr07g0244011;Dcitr07g0231012;Dcitr00g0703011
IPR022628	DOMAIN:S-AdoMet_synt_N	2	Dcitr06g0917012;Dcitr06g0917013
IPR018091	CONSERVED_SITE:PEP_carboxykin_GTP_CS	2	Dcitr05g1024011;Dcitr08g0276011
IPR008971	HOMOLOGOUS_SUPERFAMILY:HSP40/DnaJ_pept-bd	8	Dcitr04g1657011;Dcitr07g1059011;Dcitr07g1063011;Dcitr04g1335011;Dcitr09g0455011;Dcitr04g1658011;Dcitr07g1060011;Dcitr02g1973011
IPR001585	FAMILY:TAL/FSA	1	Dcitr06g1089011
IPR036410	HOMOLOGOUS_SUPERFAMILY:HSP_DnaJ_Cys-rich_dom_sf	6	Dcitr07g1063011;Dcitr04g1658011;Dcitr09g0455011;Dcitr07g1059011;Dcitr04g1657011;Dcitr07g1060011
IPR019447	DOMAIN:DNA/RNA-bd_Kin17_cons_domain	2	Dcitr05g0342011;Dcitr05g0345011
IPR005294	FAMILY:ATP_synth_F1_asu	2	Dcitr00g0678011;Dcitr13g0535011
IPR024764	DOMAIN:TFIIIC_Znf	3	Dcitr10g0589011;Dcitr10g0591011;Dcitr10g0593011
IPR003034	DOMAIN:SAP_dom	12	Dcitr09g0186011;Dcitr10g0819011;Dcitr05g1515011;Dcitr09g0190011;Dcitr04g1105011;Dcitr04g1584011;Dcitr06g0634011;Dcitr04g1579011;Dcitr04g1576011;Dcitr05g1485011;Dcitr03g1258012;Dcitr03g1258011
IPR015946	HOMOLOGOUS_SUPERFAMILY:KH_dom-like_a/b	4	Dcitr00g1279011;Dcitr06g0546011;Dcitr08g0546011;Dcitr06g0549011
IPR030231	FAMILY:Gpn2	1	Dcitr00g1064011
IPR015812	FAMILY:Integrin_bsu	3	Dcitr02g1099011;Dcitr02g1097011;Dcitr02g1098011
IPR016156	HOMOLOGOUS_SUPERFAMILY:FAD/NAD-linked_Rdtase_dimer_sf	13	Dcitr05g1071011;Dcitr13g0327011;Dcitr06g0316011;Dcitr12g0642011;Dcitr12g0645011;Dcitr03g0286011;Dcitr05g1067011;Dcitr01g0216011;Dcitr01g0224011;Dcitr06g0317011;Dcitr03g0281011;Dcitr01g0524011;Dcitr01g0629011
IPR036531	HOMOLOGOUS_SUPERFAMILY:Rbsn_Rab-bd_sf	1	Dcitr00g0647011
IPR018263	CONSERVED_SITE:Ribosomal_L32e_CS	2	Dcitr05g0673011;Dcitr05g0676011
IPR008518	FAMILY:Mff/Tango-11	3	Dcitr09g0150012;Dcitr09g0153011;Dcitr09g0150011
IPR012110	FAMILY:TPP_enzyme	1	Dcitr00g0946011
IPR022048	FAMILY:Envelope_fusion-like	1	Dcitr05g0454011
IPR000687	DOMAIN:RIO_kinase	1	Dcitr05g1041011
IPR001173	DOMAIN:Glyco_trans_2-like	18	Dcitr06g0997011;Dcitr02g1435011;Dcitr02g1427012;Dcitr02g1976011;Dcitr02g1439011;Dcitr02g1426011;Dcitr02g1441011;Dcitr02g1562011;Dcitr06g1343011;Dcitr06g1013011;Dcitr02g1438011;Dcitr02g0660011;Dcitr02g1427011;Dcitr01g0140011;Dcitr01g1704011;Dcitr01g0258011;Dcitr01g0263011;Dcitr01g0267011
IPR043133	HOMOLOGOUS_SUPERFAMILY:GTP-CH-I_C/QueF	2	Dcitr04g0307011;Dcitr04g0325011
IPR000560	FAMILY:His_Pase_clade-2	17	Dcitr01g0597011;Dcitr04g0800011;Dcitr01g1214011;Dcitr12g0788011;Dcitr03g0524011;Dcitr07g0350011;Dcitr01g1214013;Dcitr01g0599011;Dcitr02g0209011;Dcitr01g1214014;Dcitr01g0599012;Dcitr03g0663011;Dcitr01g1166011;Dcitr12g0791011;Dcitr03g0662011;Dcitr03g0531011;Dcitr01g1214015
IPR026630	FAMILY:EPM2A-int_1	1	Dcitr01g0546011
IPR017867	FAMILY:Tyr_phospatase_low_mol_wt	3	Dcitr06g1203011;Dcitr00g0314011;Dcitr06g1200011
IPR022159	DOMAIN:STIP/TFIP11_N	2	Dcitr05g1039011;Dcitr05g1038011
IPR033947	DOMAIN:ETF_alpha_N	2	Dcitr00g0287011;Dcitr02g0495011
IPR035952	HOMOLOGOUS_SUPERFAMILY:Rhomboid-like_sf	7	Dcitr09g0383011;Dcitr07g0896011;Dcitr07g0867011;Dcitr07g0894011;Dcitr09g0381011;Dcitr11g0136011;Dcitr07g0891011
IPR028005	DOMAIN:AcTrfase_ESCO_Znf_dom	2	Dcitr04g1427011;Dcitr04g1417011
IPR031198	FAMILY:Syndecan_inverte	1	Dcitr01g1853011
IPR015116	DOMAIN:Cdc42_binding_dom-like	4	Dcitr02g1589011;Dcitr02g1591011;Dcitr02g1589013;Dcitr02g1589012
IPR042027	FAMILY:SHK	2	Dcitr10g0126011;Dcitr10g0129011
IPR014608	FAMILY:ATP-citrate_synthase	1	Dcitr01g1165011
