Accession_ID	Pathway_Count	Pathway_IDs	Pathway_Names
Dcitr11g0935011	15	Reactome: R-HSA-192823;Reactome: R-HSA-72649;Reactome: R-HSA-72695;Reactome: R-HSA-72764;Reactome: R-HSA-2408557;Reactome: R-HSA-156902;Reactome: R-HSA-975956;Reactome: R-HSA-156827;Reactome: R-HSA-1799339;Reactome: R-HSA-9010553;Reactome: R-HSA-6791226;Reactome: R-HSA-72702;Reactome: R-HSA-72689;Reactome: R-HSA-975957;Reactome: R-HSA-72706	"Viral mRNA Translation";"Translation initiation complex formation";"Formation of the ternary complex, and subsequently, the 43S complex";"Eukaryotic Translation Termination";"Selenocysteine synthesis";"Peptide chain elongation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"L13a-mediated translational silencing of Ceruloplasmin expression";"SRP-dependent cotranslational protein targeting to membrane";"Regulation of expression of SLITs and ROBOs";"Major pathway of rRNA processing in the nucleolus and cytosol";"Ribosomal scanning and start codon recognition";"Formation of a pool of free 40S subunits";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"GTP hydrolysis and joining of the 60S ribosomal subunit"
Dcitr09g0679011	1	Reactome: R-HSA-983168	"Antigen processing: Ubiquitination &amp; Proteasome degradation"
Dcitr00g0450011	2	Reactome: R-HSA-6798695;Reactome: R-HSA-964975	"Neutrophil degranulation";"Vitamins B6 activation to pyridoxal phosphate"
Dcitr04g1633011	3	Reactome: R-HSA-5389840;Reactome: R-HSA-5368286;Reactome: R-HSA-5419276	"Mitochondrial translation elongation";"Mitochondrial translation initiation";"Mitochondrial translation termination"
Dcitr01g2059012	15	Reactome: R-HSA-5693579;Reactome: R-HSA-69473;Reactome: R-HSA-5693568;Reactome: R-HSA-5685942;Reactome: R-HSA-5685938;Reactome: R-HSA-5693607;Reactome: R-HSA-6804756;Reactome: R-HSA-5693616;Reactome: R-HSA-912446;Reactome: R-HSA-5685939;Reactome: R-HSA-5693554;Reactome: R-HSA-5693571;Reactome: R-HSA-5693548;Reactome: R-HSA-5693565;Reactome: R-HSA-2559586	"Homologous DNA Pairing and Strand Exchange";"G2/M DNA damage checkpoint";"Resolution of D-loop Structures through Holliday Junction Intermediates";"HDR through Homologous Recombination (HRR)";"HDR through Single Strand Annealing (SSA)";"Processing of DNA double-strand break ends";"Regulation of TP53 Activity through Phosphorylation";"Presynaptic phase of homologous DNA pairing and strand exchange";"Meiotic recombination";"HDR through MMEJ (alt-NHEJ)";"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)";"Nonhomologous End-Joining (NHEJ)";"Sensing of DNA Double Strand Breaks";"Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks";"DNA Damage/Telomere Stress Induced Senescence"
Dcitr01g1684012	1	Reactome: R-HSA-383280	"Nuclear Receptor transcription pathway"
Dcitr11g0448011	1	Reactome: R-HSA-70221	"Glycogen breakdown (glycogenolysis)"
Dcitr02g1755012	1	Reactome: R-HSA-446205	"Synthesis of GDP-mannose"
Dcitr01g2027011	1	Reactome: R-HSA-351202	"Metabolism of polyamines"
Dcitr00g0523011	1	Reactome: R-HSA-611105	"Respiratory electron transport"
Dcitr01g1948011	1	Reactome: R-HSA-8951664	"Neddylation"
Dcitr00g1265011	1	Reactome: R-HSA-70688	"Proline catabolism"
Dcitr10g0400011	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr01g0183011	1	Reactome: R-HSA-72203	"Processing of Capped Intron-Containing Pre-mRNA"
Dcitr05g1365011	2	Reactome: R-HSA-1268020;Reactome: R-HSA-71403	"Mitochondrial protein import";"Citric acid cycle (TCA cycle)"
Dcitr07g0239011	1	Reactome: R-HSA-1799339	"SRP-dependent cotranslational protein targeting to membrane"
Dcitr13g0131011	1	Reactome: R-HSA-8851805	"MET activates RAS signaling"
Dcitr06g1418011	2	Reactome: R-HSA-445355;Reactome: R-HSA-392154	"Smooth Muscle Contraction";"Nitric oxide stimulates guanylate cyclase"
Dcitr02g0169011	4	Reactome: R-HSA-196741;Reactome: R-HSA-3359462;Reactome: R-HSA-3359463;Reactome: R-HSA-8964011	"Cobalamin (Cbl, vitamin B12) transport and metabolism";"Defective AMN causes hereditary megaloblastic anemia 1";"Defective CUBN causes hereditary megaloblastic anemia 1";"HDL clearance"
Dcitr03g2021011	1	Reactome: R-HSA-5620924	"Intraflagellar transport"
Dcitr01g1516011	1	Reactome: R-HSA-1296072	"Voltage gated Potassium channels"
Dcitr10g1018011	15	Reactome: R-HSA-72689;Reactome: R-HSA-72702;Reactome: R-HSA-156827;Reactome: R-HSA-9010553;Reactome: R-HSA-1799339;Reactome: R-HSA-6791226;Reactome: R-HSA-72706;Reactome: R-HSA-975957;Reactome: R-HSA-72649;Reactome: R-HSA-2408557;Reactome: R-HSA-72695;Reactome: R-HSA-72764;Reactome: R-HSA-192823;Reactome: R-HSA-975956;Reactome: R-HSA-156902	"Formation of a pool of free 40S subunits";"Ribosomal scanning and start codon recognition";"L13a-mediated translational silencing of Ceruloplasmin expression";"Regulation of expression of SLITs and ROBOs";"SRP-dependent cotranslational protein targeting to membrane";"Major pathway of rRNA processing in the nucleolus and cytosol";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"Translation initiation complex formation";"Selenocysteine synthesis";"Formation of the ternary complex, and subsequently, the 43S complex";"Eukaryotic Translation Termination";"Viral mRNA Translation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Peptide chain elongation"
Dcitr02g0608011	1	Reactome: R-HSA-6811434	"COPI-dependent Golgi-to-ER retrograde traffic"
Dcitr09g0120011	5	Reactome: R-HSA-72187;Reactome: R-HSA-73856;Reactome: R-HSA-77595;Reactome: R-HSA-72163;Reactome: R-HSA-159231	"mRNA 3'-end processing";"RNA Polymerase II Transcription Termination";"Processing of Intronless Pre-mRNAs";"mRNA Splicing - Major Pathway";"Transport of Mature mRNA Derived from an Intronless Transcript"
Dcitr05g1274011	1	Reactome: R-HSA-425381	"Bicarbonate transporters"
Dcitr06g1077011	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr07g0455011	1	Reactome: R-HSA-936837	"Ion transport by P-type ATPases"
Dcitr03g1252011	1	Reactome: R-HSA-2142789	"Ubiquinol biosynthesis"
Dcitr00g0670011	1	Reactome: R-HSA-1237044	"Erythrocytes take up carbon dioxide and release oxygen"
Dcitr01g1571012	4	Reactome: R-HSA-2122947;Reactome: R-HSA-2644606;Reactome: R-HSA-350054;Reactome: R-HSA-2894862	"NOTCH1 Intracellular Domain Regulates Transcription";"Constitutive Signaling by NOTCH1 PEST Domain Mutants";"Notch-HLH transcription pathway";"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
Dcitr00g0861011	1	Reactome: R-HSA-6799198	"Complex I biogenesis"
Dcitr05g0815012	3	Reactome: R-HSA-416482;Reactome: R-HSA-193648;Reactome: R-HSA-194840	"G alpha (12/13) signalling events";"NRAGE signals death through JNK";"Rho GTPase cycle"
Dcitr05g0469011	1	Reactome: R-HSA-5617472	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
Dcitr00g1218012	3	Reactome: R-HSA-1482883;Reactome: R-HSA-6798695;Reactome: R-HSA-75109	"Acyl chain remodeling of DAG and TAG";"Neutrophil degranulation";"Triglyceride biosynthesis"
Dcitr05g1269011	1	Reactome: R-HSA-425381	"Bicarbonate transporters"
Dcitr10g1014011	2	Reactome: R-HSA-2408522;Reactome: R-HSA-379716	"Selenoamino acid metabolism";"Cytosolic tRNA aminoacylation"
Dcitr01g0163013	1	Reactome: R-HSA-2672351	"Stimuli-sensing channels"
Dcitr02g1663011	1	Reactome: R-HSA-5223345	"Miscellaneous transport and binding events"
Dcitr10g0542012	2	Reactome: R-HSA-8949215;Reactome: R-HSA-983231	"Mitochondrial calcium ion transport";"Factors involved in megakaryocyte development and platelet production"
Dcitr04g0943011	5	Reactome: R-HSA-8873719;Reactome: R-HSA-1445148;Reactome: R-HSA-6798695;Reactome: R-HSA-1660499;Reactome: R-HSA-8876198	"RAB geranylgeranylation";"Translocation of SLC2A4 (GLUT4) to the plasma membrane";"Neutrophil degranulation";"Synthesis of PIPs at the plasma membrane";"RAB GEFs exchange GTP for GDP on RABs"
Dcitr06g0327011	1	Reactome: R-HSA-2132295	"MHC class II antigen presentation"
Dcitr05g0682011	25	Reactome: R-HSA-1169408;Reactome: R-HSA-168325;Reactome: R-HSA-3371453;Reactome: R-HSA-3301854;Reactome: R-HSA-168276;Reactome: R-HSA-4551638;Reactome: R-HSA-4615885;Reactome: R-HSA-3232142;Reactome: R-HSA-159230;Reactome: R-HSA-5619107;Reactome: R-HSA-180746;Reactome: R-HSA-159236;Reactome: R-HSA-3108214;Reactome: R-HSA-5578749;Reactome: R-HSA-4570464;Reactome: R-HSA-159231;Reactome: R-HSA-168333;Reactome: R-HSA-165054;Reactome: R-HSA-159227;Reactome: R-HSA-4085377;Reactome: R-HSA-168271;Reactome: R-HSA-6784531;Reactome: R-HSA-170822;Reactome: R-HSA-180910;Reactome: R-HSA-191859	"ISG15 antiviral mechanism";"Viral Messenger RNA Synthesis";"Regulation of HSF1-mediated heat shock response";"Nuclear Pore Complex (NPC) Disassembly";"NS1 Mediated Effects on Host Pathways";"SUMOylation of chromatin organization proteins";"SUMOylation of DNA replication proteins";"SUMOylation of ubiquitinylation proteins";"Transport of the SLBP Dependant Mature mRNA";"Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)";"Nuclear import of Rev protein";"Transport of Mature mRNA derived from an Intron-Containing Transcript";"SUMOylation of DNA damage response and repair proteins";"Transcriptional regulation by small RNAs";"SUMOylation of RNA binding proteins";"Transport of Mature mRNA Derived from an Intronless Transcript";"NEP/NS2 Interacts with the Cellular Export Machinery";"Rev-mediated nuclear export of HIV RNA";"Transport of the SLBP independent Mature mRNA";"SUMOylation of SUMOylation proteins";"Transport of Ribonucleoproteins into the Host Nucleus";"tRNA processing in the nucleus";"Regulation of Glucokinase by Glucokinase Regulatory Protein";"Vpr-mediated nuclear import of PICs";"snRNP Assembly"
Dcitr07g1281011	1	Reactome: R-HSA-5689896	"Ovarian tumor domain proteases"
Dcitr11g0510011	1	Reactome: R-HSA-196741	"Cobalamin (Cbl, vitamin B12) transport and metabolism"
Dcitr08g1102011	1	Reactome: R-HSA-69273	"Cyclin A/B1/B2 associated events during G2/M transition"
Dcitr12g0794011	1	Reactome: R-HSA-196819	"Vitamin B1 (thiamin) metabolism"
Dcitr13g0593011	1	Reactome: R-HSA-432722	"Golgi Associated Vesicle Biogenesis"
Dcitr08g0366013	3	Reactome: R-HSA-8874081;Reactome: R-HSA-3000171;Reactome: R-HSA-3000157	"MET activates PTK2 signaling";"Non-integrin membrane-ECM interactions";"Laminin interactions"
Dcitr05g0861011	10	Reactome: R-HSA-5610787;Reactome: R-HSA-163615;Reactome: R-HSA-418555;Reactome: R-HSA-170660;Reactome: R-HSA-418597;Reactome: R-HSA-170670;Reactome: R-HSA-432040;Reactome: R-HSA-418594;Reactome: R-HSA-164378;Reactome: R-HSA-163359	"Hedgehog 'off' state";"PKA activation";"G alpha (s) signalling events";"Adenylate cyclase activating pathway";"G alpha (z) signalling events";"Adenylate cyclase inhibitory pathway";"Vasopressin regulates renal water homeostasis via Aquaporins";"G alpha (i) signalling events";"PKA activation in glucagon signalling";"Glucagon signaling in metabolic regulation"
Dcitr04g1651011	1	Reactome: R-HSA-6807505	"RNA polymerase II transcribes snRNA genes"
Dcitr01g0734011	1	Reactome: R-HSA-3238698	"WNT ligand biogenesis and trafficking"
Dcitr12g0259011	1	Reactome: R-HSA-196757	"Metabolism of folate and pterines"
Dcitr05g0510011	6	Reactome: R-HSA-5685942;Reactome: R-HSA-5693554;Reactome: R-HSA-5693616;Reactome: R-HSA-5693579;Reactome: R-HSA-912446;Reactome: R-HSA-5693568	"HDR through Homologous Recombination (HRR)";"Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)";"Presynaptic phase of homologous DNA pairing and strand exchange";"Homologous DNA Pairing and Strand Exchange";"Meiotic recombination";"Resolution of D-loop Structures through Holliday Junction Intermediates"
Dcitr12g0407013	1	Reactome: R-HSA-163841	"Gamma carboxylation, hypusine formation and arylsulfatase activation"
Dcitr01g1979011	1	Reactome: R-HSA-3371453	"Regulation of HSF1-mediated heat shock response"
Dcitr03g1923011	4	Reactome: R-HSA-5689880;Reactome: R-HSA-176187;Reactome: R-HSA-111465;Reactome: R-HSA-5693607	"Ub-specific processing proteases";"Activation of ATR in response to replication stress";"Apoptotic cleavage of cellular proteins";"Processing of DNA double-strand break ends"
Dcitr01g1357011	1	Reactome: R-HSA-75876	"Synthesis of very long-chain fatty acyl-CoAs"
Dcitr01g1638011	1	Reactome: R-HSA-432047	"Passive transport by Aquaporins"
Dcitr11g0789013	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr02g0612011	1	Reactome: R-HSA-1369062	"ABC transporters in lipid homeostasis"
Dcitr04g1673011	1	Reactome: R-HSA-8955332	"Carboxyterminal post-translational modifications of tubulin"
Dcitr08g0329011	1	Reactome: R-HSA-189085	"Digestion of dietary carbohydrate"
Dcitr13g0589011	4	Reactome: R-HSA-171007;Reactome: R-HSA-168638;Reactome: R-HSA-376172;Reactome: R-HSA-4420097	"p38MAPK events";"NOD1/2 Signaling Pathway";"DSCAM interactions";"VEGFA-VEGFR2 Pathway"
Dcitr01g1195011	2	Reactome: R-HSA-6811438;Reactome: R-HSA-6811440	"Intra-Golgi traffic";"Retrograde transport at the Trans-Golgi-Network"
Dcitr03g0880011	1	Reactome: R-HSA-73817	"Purine ribonucleoside monophosphate biosynthesis"
Dcitr10g0987011	1	Reactome: R-HSA-1369062	"ABC transporters in lipid homeostasis"
Dcitr12g0393011	1	Reactome: R-HSA-8876198	"RAB GEFs exchange GTP for GDP on RABs"
Dcitr08g0110012	9	Reactome: R-HSA-6794361;Reactome: R-HSA-438066;Reactome: R-HSA-442982;Reactome: R-HSA-9620244;Reactome: R-HSA-9609736;Reactome: R-HSA-5673001;Reactome: R-HSA-9617324;Reactome: R-HSA-3928662;Reactome: R-HSA-8849932	"Neurexins and neuroligins";"Unblocking of NMDA receptors, glutamate binding and activation";"Ras activation upon Ca2+ influx through NMDA receptor";"Long-term potentiation";"Assembly and cell surface presentation of NMDA receptors";"RAF/MAP kinase cascade";"Negative regulation of NMDA receptor-mediated neuronal transmission";"EPHB-mediated forward signaling";"Synaptic adhesion-like molecules"
Dcitr07g0851011	1	Reactome: R-HSA-936837	"Ion transport by P-type ATPases"
Dcitr02g0855011	1	Reactome: R-HSA-380320	"Recruitment of NuMA to mitotic centrosomes"
Dcitr00g1226011	1	Reactome: R-HSA-3371453	"Regulation of HSF1-mediated heat shock response"
Dcitr02g0133011	2	Reactome: R-HSA-1660499;Reactome: R-HSA-9027276	"Synthesis of PIPs at the plasma membrane";"Erythropoietin activates Phosphoinositide-3-kinase (PI3K)"
Dcitr00g1276011	2	Reactome: R-HSA-5173214;Reactome: R-HSA-5083635	"O-glycosylation of TSR domain-containing proteins";"Defective B3GALTL causes Peters-plus syndrome (PpS)"
Dcitr08g0423011	1	Reactome: R-HSA-446193	"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein"
Dcitr06g0345011	1	Reactome: R-HSA-1483226	"Synthesis of PI"
Dcitr06g1420013	1	Reactome: R-HSA-70171	"Glycolysis"
Dcitr04g0719011	3	Reactome: R-HSA-76066;Reactome: R-HSA-749476;Reactome: R-HSA-76061	"RNA Polymerase III Transcription Initiation From Type 2 Promoter";"RNA Polymerase III Abortive And Retractive Initiation";"RNA Polymerase III Transcription Initiation From Type 1 Promoter"
Dcitr08g0299011	2	Reactome: R-HSA-500753;Reactome: R-HSA-73621	"Pyrimidine biosynthesis";"Pyrimidine catabolism"
Dcitr02g1426011	1	Reactome: R-HSA-913709	"O-linked glycosylation of mucins"
Dcitr11g0659011	2	Reactome: R-HSA-3214858;Reactome: R-HSA-8939243	"RMTs methylate histone arginines";"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known"
Dcitr09g0219012	1	Reactome: R-HSA-156842	"Eukaryotic Translation Elongation"
Dcitr05g0676011	12	Reactome: R-HSA-72764;Reactome: R-HSA-2408557;Reactome: R-HSA-192823;Reactome: R-HSA-156902;Reactome: R-HSA-975956;Reactome: R-HSA-72689;Reactome: R-HSA-156827;Reactome: R-HSA-1799339;Reactome: R-HSA-9010553;Reactome: R-HSA-6791226;Reactome: R-HSA-72706;Reactome: R-HSA-975957	"Eukaryotic Translation Termination";"Selenocysteine synthesis";"Viral mRNA Translation";"Peptide chain elongation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Formation of a pool of free 40S subunits";"L13a-mediated translational silencing of Ceruloplasmin expression";"SRP-dependent cotranslational protein targeting to membrane";"Regulation of expression of SLITs and ROBOs";"Major pathway of rRNA processing in the nucleolus and cytosol";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
Dcitr00g0955011	1	Reactome: R-HSA-936837	"Ion transport by P-type ATPases"
Dcitr02g1207011	1	Reactome: R-HSA-6798695	"Neutrophil degranulation"
Dcitr08g0284011	3	Reactome: R-HSA-112043;Reactome: R-HSA-1855204;Reactome: R-HSA-416476	"PLC beta mediated events";"Synthesis of IP3 and IP4 in the cytosol";"G alpha (q) signalling events"
Dcitr01g1270011	2	Reactome: R-HSA-9603798;Reactome: R-HSA-1369062	"Class I peroxisomal membrane protein import";"ABC transporters in lipid homeostasis"
Dcitr04g1675012	1	Reactome: R-HSA-197264	"Nicotinamide salvaging"
Dcitr13g0600012	1	Reactome: R-HSA-8955332	"Carboxyterminal post-translational modifications of tubulin"
Dcitr01g2126011	1	Reactome: R-HSA-3214847	"HATs acetylate histones"
Dcitr03g0151011	1	Reactome: R-HSA-162710	"Synthesis of glycosylphosphatidylinositol (GPI)"
Dcitr06g0742011	2	Reactome: R-HSA-6791226;Reactome: R-HSA-6790901	"Major pathway of rRNA processing in the nucleolus and cytosol";"rRNA modification in the nucleus and cytosol"
Dcitr12g0543013	3	Reactome: R-HSA-73621;Reactome: R-HSA-196807;Reactome: R-HSA-74259	"Pyrimidine catabolism";"Nicotinate metabolism";"Purine catabolism"
Dcitr01g1201012	1	Reactome: R-HSA-192456	"Digestion of dietary lipid"
Dcitr03g1038011	2	Reactome: R-HSA-6798695;Reactome: R-HSA-8964038	"Neutrophil degranulation";"LDL clearance"
Dcitr03g1650011	2	Reactome: R-HSA-6811434;Reactome: R-HSA-983189	"COPI-dependent Golgi-to-ER retrograde traffic";"Kinesins"
Dcitr05g1174011	1	Reactome: R-HSA-8949664	"Processing of SMDT1"
Dcitr06g0940011	1	Reactome: R-HSA-9033241	"Peroxisomal protein import"
Dcitr08g0963011	2	Reactome: R-HSA-917729;Reactome: R-HSA-162588	"Endosomal Sorting Complex Required For Transport (ESCRT)";"Budding and maturation of HIV virion"
Dcitr06g1039011	1	Reactome: R-HSA-189085	"Digestion of dietary carbohydrate"
Dcitr02g0156011	5	Reactome: R-HSA-77387;Reactome: R-HSA-9639288;Reactome: R-HSA-1222556;Reactome: R-HSA-983712;Reactome: R-HSA-917977	"Insulin receptor recycling";"Amino acids regulate mTORC1";"ROS and RNS production in phagocytes";"Ion channel transport";"Transferrin endocytosis and recycling"
Dcitr06g0528011	1	Reactome: R-HSA-2132295	"MHC class II antigen presentation"
Dcitr06g0232011	1	Reactome: R-HSA-73817	"Purine ribonucleoside monophosphate biosynthesis"
Dcitr10g0570011	1	Reactome: R-HSA-500753	"Pyrimidine biosynthesis"
Dcitr03g0565011	23	Reactome: R-HSA-190840;Reactome: R-HSA-3371497;Reactome: R-HSA-1445148;Reactome: R-HSA-9609736;Reactome: R-HSA-389977;Reactome: R-HSA-8955332;Reactome: R-HSA-190861;Reactome: R-HSA-6811434;Reactome: R-HSA-5626467;Reactome: R-HSA-2467813;Reactome: R-HSA-2132295;Reactome: R-HSA-437239;Reactome: R-HSA-5617833;Reactome: R-HSA-8852276;Reactome: R-HSA-6811436;Reactome: R-HSA-983189;Reactome: R-HSA-5663220;Reactome: R-HSA-9619483;Reactome: R-HSA-2500257;Reactome: R-HSA-380320;Reactome: R-HSA-68877;Reactome: R-HSA-389960;Reactome: R-HSA-6807878	"Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane";"HSP90 chaperone cycle for steroid hormone receptors (SHR)";"Translocation of SLC2A4 (GLUT4) to the plasma membrane";"Assembly and cell surface presentation of NMDA receptors";"Post-chaperonin tubulin folding pathway";"Carboxyterminal post-translational modifications of tubulin";"Gap junction assembly";"COPI-dependent Golgi-to-ER retrograde traffic";"RHO GTPases activate IQGAPs";"Separation of Sister Chromatids";"MHC class II antigen presentation";"Recycling pathway of L1";"Cilium Assembly";"The role of GTSE1 in G2/M progression after G2 checkpoint";"COPI-independent Golgi-to-ER retrograde traffic";"Kinesins";"RHO GTPases Activate Formins";"Activation of AMPK downstream of NMDARs";"Resolution of Sister Chromatid Cohesion";"Recruitment of NuMA to mitotic centrosomes";"Mitotic Prometaphase";"Formation of tubulin folding intermediates by CCT/TriC";"COPI-mediated anterograde transport"
Dcitr02g0270011	2	Reactome: R-HSA-611105;Reactome: R-HSA-71403	"Respiratory electron transport";"Citric acid cycle (TCA cycle)"
Dcitr05g0665011	6	Reactome: R-HSA-9027277;Reactome: R-HSA-2871809;Reactome: R-HSA-2424491;Reactome: R-HSA-1855204;Reactome: R-HSA-2871796;Reactome: R-HSA-2029485	"Erythropoietin activates Phospholipase C gamma (PLCG)";"FCERI mediated Ca+2 mobilization";"DAP12 signaling";"Synthesis of IP3 and IP4 in the cytosol";"FCERI mediated MAPK activation";"Role of phospholipids in phagocytosis"
Dcitr12g0438011	9	Reactome: R-HSA-167162;Reactome: R-HSA-6804756;Reactome: R-HSA-75953;Reactome: R-HSA-76042;Reactome: R-HSA-73776;Reactome: R-HSA-674695;Reactome: R-HSA-167161;Reactome: R-HSA-167172;Reactome: R-HSA-73779	"RNA Polymerase II HIV Promoter Escape";"Regulation of TP53 Activity through Phosphorylation";"RNA Polymerase II Transcription Initiation";"RNA Polymerase II Transcription Initiation And Promoter Clearance";"RNA Polymerase II Promoter Escape";"RNA Polymerase II Pre-transcription Events";"HIV Transcription Initiation";"Transcription of the HIV genome";"RNA Polymerase II Transcription Pre-Initiation And Promoter Opening"
Dcitr05g0549011	6	Reactome: R-HSA-2467813;Reactome: R-HSA-141444;Reactome: R-HSA-2500257;Reactome: R-HSA-6811434;Reactome: R-HSA-5663220;Reactome: R-HSA-68877	"Separation of Sister Chromatids";"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal";"Resolution of Sister Chromatid Cohesion";"COPI-dependent Golgi-to-ER retrograde traffic";"RHO GTPases Activate Formins";"Mitotic Prometaphase"
Dcitr05g0815015	3	Reactome: R-HSA-193648;Reactome: R-HSA-416482;Reactome: R-HSA-194840	"NRAGE signals death through JNK";"G alpha (12/13) signalling events";"Rho GTPase cycle"
Dcitr01g1856011	5	Reactome: R-HSA-5663220;Reactome: R-HSA-68877;Reactome: R-HSA-2467813;Reactome: R-HSA-141444;Reactome: R-HSA-2500257	"RHO GTPases Activate Formins";"Mitotic Prometaphase";"Separation of Sister Chromatids";"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal";"Resolution of Sister Chromatid Cohesion"
Dcitr01g1877011	2	Reactome: R-HSA-5423646;Reactome: R-HSA-5579007	"Aflatoxin activation and detoxification";"Defective ACY1 causes encephalopathy"
Dcitr08g1048011	1	Reactome: R-HSA-196757	"Metabolism of folate and pterines"
Dcitr10g0924011	6	Reactome: R-HSA-1482922;Reactome: R-HSA-1482801;Reactome: R-HSA-1482788;Reactome: R-HSA-1483166;Reactome: R-HSA-1482925;Reactome: R-HSA-1482839	"Acyl chain remodelling of PI";"Acyl chain remodelling of PS";"Acyl chain remodelling of PC";"Synthesis of PA";"Acyl chain remodelling of PG";"Acyl chain remodelling of PE"
Dcitr08g1199011	1	Reactome: R-HSA-432047	"Passive transport by Aquaporins"
Dcitr10g0623011	4	Reactome: R-HSA-6781823;Reactome: R-HSA-8951664;Reactome: R-HSA-8856825;Reactome: R-HSA-5696394	"Formation of TC-NER Pre-Incision Complex";"Neddylation";"Cargo recognition for clathrin-mediated endocytosis";"DNA Damage Recognition in GG-NER"
Dcitr00g0909012	2	Reactome: R-HSA-111457;Reactome: R-HSA-111469	"Release of apoptotic factors from the mitochondria";"SMAC, XIAP-regulated apoptotic response"
Dcitr11g0650011	1	Reactome: R-HSA-1614558	"Degradation of cysteine and homocysteine"
Dcitr12g0777011	1	Reactome: R-HSA-383280	"Nuclear Receptor transcription pathway"
Dcitr00g0511011	3	Reactome: R-HSA-5389840;Reactome: R-HSA-5419276;Reactome: R-HSA-5368286	"Mitochondrial translation elongation";"Mitochondrial translation termination";"Mitochondrial translation initiation"
Dcitr03g2019011	1	Reactome: R-HSA-5620924	"Intraflagellar transport"
Dcitr06g1364011	9	Reactome: R-HSA-5628897;Reactome: R-HSA-5674135;Reactome: R-HSA-380972;Reactome: R-HSA-165159;Reactome: R-HSA-8943724;Reactome: R-HSA-1632852;Reactome: R-HSA-6798695;Reactome: R-HSA-166208;Reactome: R-HSA-9639288	"TP53 Regulates Metabolic Genes";"MAP2K and MAPK activation";"Energy dependent regulation of mTOR by LKB1-AMPK";"mTOR signalling";"Regulation of PTEN gene transcription";"Macroautophagy";"Neutrophil degranulation";"mTORC1-mediated signalling";"Amino acids regulate mTORC1"
Dcitr02g1669011	10	Reactome: R-HSA-418555;Reactome: R-HSA-163615;Reactome: R-HSA-5610787;Reactome: R-HSA-418597;Reactome: R-HSA-170660;Reactome: R-HSA-170670;Reactome: R-HSA-164378;Reactome: R-HSA-163359;Reactome: R-HSA-432040;Reactome: R-HSA-418594	"G alpha (s) signalling events";"PKA activation";"Hedgehog 'off' state";"G alpha (z) signalling events";"Adenylate cyclase activating pathway";"Adenylate cyclase inhibitory pathway";"PKA activation in glucagon signalling";"Glucagon signaling in metabolic regulation";"Vasopressin regulates renal water homeostasis via Aquaporins";"G alpha (i) signalling events"
Dcitr09g0328011	1	Reactome: R-HSA-74217	"Purine salvage"
Dcitr00g1039011	1	Reactome: R-HSA-389661	"Glyoxylate metabolism and glycine degradation"
Dcitr03g0449011	12	Reactome: R-HSA-6791226;Reactome: R-HSA-1799339;Reactome: R-HSA-156827;Reactome: R-HSA-9010553;Reactome: R-HSA-72689;Reactome: R-HSA-975957;Reactome: R-HSA-72706;Reactome: R-HSA-192823;Reactome: R-HSA-72764;Reactome: R-HSA-2408557;Reactome: R-HSA-156902;Reactome: R-HSA-975956	"Major pathway of rRNA processing in the nucleolus and cytosol";"SRP-dependent cotranslational protein targeting to membrane";"L13a-mediated translational silencing of Ceruloplasmin expression";"Regulation of expression of SLITs and ROBOs";"Formation of a pool of free 40S subunits";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Viral mRNA Translation";"Eukaryotic Translation Termination";"Selenocysteine synthesis";"Peptide chain elongation";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
